"","AGRN","AMBP","ANGPTL4","BEX4","C16orf89","C4BPA","CCL20","CCT7","CDC42EP5","COL5A1","EIF5A","FUCA1","GAPDH","GHITM","GJB2","GPI","GTF3C6","HSP90AA1","HSPD1","IGFBP1","KLF4","LAMC2","MAOB","MDFI","PCNA","PERP","PFDN2","PLAUR","PLP2","PRPF19","PSMB7","PTGES","PTTG1","PTTG1IP","S100A11","S100A16","SEMA4B","SLC6A14","SMS","TCN1","TK1","TM4SF1","TOMM22","TPI1","TSKU","class"
"GSM748173",0.000382942451862824,-0.00210417675710296,-0.0244004716127457,0.0658546504307061,0.00298615743821938,-0.00356769007796315,-0.00745913151304691,0.0388960980839797,-0.21335560627719,-0.00215586237678151,-0.00190516161844944,0.0256459227847992,-0.00970925750456283,0.00273749041717432,0.0319918195949951,-0.0152145392205376,-0.193022157731186,-0.00563367244371038,-0.00123615711988747,-0.0140378615426043,-0.000474739019745492,-0.00370882204772555,0.00482472369289422,0.0069281683353366,0.0281726368519259,-0.00104215550945144,0.00963918387708983,0.001485178500988,0.00153211304412494,-0.0273037188284255,-0.0380301228551231,-0.00687367237295535,-0.0852005477226224,0.00198485173088031,0.011927011539078,-0.0165449553493629,-0.0085544608115889,-0.00594971212050434,-0.00100996519501373,-0.0178687630798416,0.00254396300439545,-0.0147839366510472,-0.0227830129902728,0.0230517775463526,-0.00848807442366788,0
"GSM748175",0.000388693211373646,-0.00219580467100571,-0.0190720017891471,0.0703609793654862,0.00201198597462034,-0.00391173573161237,-0.00650477919342215,0.0382617878333417,-0.217203096575748,-0.00202565101880734,-0.00183240838444926,0.0248217527123761,-0.00959788216609494,0.00277213489324507,0.0274392495978286,-0.0144364065514783,-0.181762223594251,-0.00547494739655773,-0.00122339171008769,-0.0142182476508103,-0.00043354594772717,-0.00380814440718696,0.00471810675500318,0.00741581234776159,0.0299899684295132,-0.000966426299213773,0.00919853796353515,0.00151890469673016,0.00140176680031831,-0.0264021510693854,-0.0366085696274036,-0.00729157016374158,-0.092725549623223,0.00188099048117635,0.0114922296276015,-0.0166377960614795,-0.00794009080611613,-0.00335193791634883,-0.00104771773286157,-0.0179525441976041,0.00297286274092662,-0.0131897105510193,-0.022410745646503,0.0230634744118808,-0.00838322024656288,1
"GSM748179",0.000398031475070968,-0.00211319505616343,-0.0203101658045021,0.045069807158545,0.0020527721451407,-0.00439465242524087,-0.00432031741803263,0.0416790029369009,-0.169196717443829,-0.00148965705511979,-0.00182499295925154,0.023117719448198,-0.0103374419289146,0.00297524357480242,0.0243299378819552,-0.0153381044186797,-0.180787766300185,-0.0056465694032733,-0.00125642114948976,-0.0140682783400213,-0.000472235019903736,-0.00456580108606125,0.00491144666626695,0.00721496469362642,0.029107319817248,-0.00103617748982724,0.010235624578259,0.00140601298241645,0.00164642042400025,-0.0293196623552224,-0.0409957469815659,-0.00743034062202329,-0.113689448824107,0.00190366537921581,0.0117517959184873,-0.0169427261783138,-0.00911362017399119,-0.00424113408711949,-0.00110604645497992,-0.019355962009815,0.00360052243880209,-0.0155703267745476,-0.0220793772368308,0.0263656720553123,-0.00795136796330293,0
"GSM748180",0.000389044612742839,-0.00214093316545086,-0.0149106522854827,0.0684287504397162,0.00336505535803467,-0.0052969472460023,-0.00692638211528148,0.0403045167360839,-0.142734827140354,-0.00148364985533476,-0.00184222019316012,0.0242750881833062,-0.0093889508731202,0.00297982198491084,0.0187968363064558,-0.0140936145725159,-0.192043373271243,-0.00535575463599118,-0.00130597079636875,-0.0138042702473442,-0.000371702323665022,-0.00304171724831336,0.00483035783971442,0.00623110826152349,0.0281101755059193,-0.000995959001508637,0.00981733196585774,0.00110423090297629,0.00141731000424,-0.0278642878069576,-0.0387593158734721,-0.00691739674578202,-0.0916704872299937,0.00180444100291632,0.0113644500409495,-0.0159123190407879,-0.00750620846778297,-0.00467323615283017,-0.00093894672147272,-0.0154176597067929,0.00238545675037656,-0.0136355779910311,-0.0234477867479645,0.0232261093912573,-0.00754005227026831,1
"GSM748185",0.00039412373471295,-0.00224333919438661,-0.0200431811957377,0.0509156642913662,0.00137482888676325,-0.00455475188059145,-0.0042743739295823,0.0398158431240958,-0.185466518702656,-0.00195638277021199,-0.00179801113147341,0.0221320854686509,-0.00961743912464025,0.00308085572186304,0.0348777917571616,-0.0157411648040777,-0.18807192850761,-0.00552605314929964,-0.00135834704803068,-0.0237553311127693,-0.000473785483745319,-0.00299263059734387,0.00493970103389944,0.00731734241808583,0.0320282518769758,-0.000989689200840197,0.00976716275559598,0.00147117249393548,0.00154945192501491,-0.0296174135380289,-0.041037381899406,-0.00791668700791889,-0.106377915137512,0.00178709762037534,0.0114765987579774,-0.0169175299933529,-0.00760830341513253,-0.00631697633111166,-0.00104091694774641,-0.0140499623910343,0.00324926654085236,-0.0140972551248619,-0.0242019976574972,0.0232687546046175,-0.00890170767741864,1
"GSM748186",0.000386337887355244,-0.00194764683263735,-0.0185457224956546,0.0504891647855245,0.00196562958215749,-0.00418857762777791,-0.00552556871279228,0.0430490703506777,-0.15951214301136,-0.00170267879217275,-0.00171943232622598,0.0216416635455122,-0.0100824740163604,0.00270637358281602,0.0284957496796035,-0.015638302980226,-0.198133042944802,-0.00553926851575991,-0.00124179066966421,-0.0153207880479688,-0.000578494887806896,-0.00415757084462126,0.00487312086909476,0.00685443197109603,0.0306060111777353,-0.00102893677469964,0.00979150639400788,0.00145265625075005,0.00144851966143124,-0.0300726486963297,-0.0404368323743347,-0.00624053293432654,-0.111578868698028,0.00180167048688907,0.0122638202251792,-0.0182855517066195,-0.0101280127600486,-0.00699175447457931,-0.00100139272648533,-0.0191010629917869,0.00347063100098649,-0.0150427897059909,-0.0243343988671379,0.0252217409640202,-0.0086168672744425,0
"GSM748187",0.000381182524946702,-0.00219643267857064,-0.0178746932033492,0.0743751770680104,0.00217299955112275,-0.00460442611424859,-0.00545896243536984,0.0380256482625239,-0.185863426602463,-0.00166315118355883,-0.00185002880225923,0.0257224402752577,-0.00949091493062819,0.00293805421748068,0.0280490622591805,-0.0144815626625873,-0.197878105660715,-0.00560297547852659,-0.00114179836439955,-0.0144614525337217,-0.000466363846338767,-0.00436290512500653,0.00485473650795388,0.00689383091269189,0.0314932781102336,-0.000991766661080765,0.00964754261504765,0.00151589259735238,0.00149523657129664,-0.0282318979901455,-0.0387851400628068,-0.00595000982570581,-0.0970696580817574,0.0018863045636559,0.0119344780343565,-0.0155917252279039,-0.00823737551711727,-0.00487196625999565,-0.000924136762684057,-0.0158499942452528,0.00257887898418458,-0.0125755425151245,-0.0205528988858248,0.0233942837179764,-0.00777323936136766,1
"GSM748188",0.000386744756334309,-0.00253494944324633,-0.0171348301703241,0.0606441155091824,0.00286778949248295,-0.00507777270554688,-0.00861482750390312,0.0381411190887522,-0.200521849696186,-0.00166490504899654,-0.00188010073847525,0.0246850100658426,-0.00953489432957239,0.00306240245369385,0.0210079415788895,-0.0139564260501176,-0.186369095152759,-0.0055717668957229,-0.00135058986057096,-0.0145163579086772,-0.000518386728207043,-0.00298100402971997,0.00478908023826071,0.00685102932410879,0.0299365767000767,-0.000988522524109053,0.00963644501870255,0.00135743607452095,0.00142266096852264,-0.0266599528130339,-0.0364821914318,-0.00732965595594454,-0.0909854488717603,0.00177844569318644,0.0109309303144157,-0.0152605085222053,-0.00809245718638248,-0.00362400452255351,-0.000928761368712324,-0.0322898002972044,0.0024075761734546,-0.0128437365896625,-0.0240771942432672,0.023032920640571,-0.00735343718432497,1
"GSM748189",0.000396316102741089,-0.00196626842789904,-0.0151930954602562,0.0628998236167963,0.00207988042448326,-0.00444507805415312,-0.00897377096455118,0.0392071961557266,-0.22793556805976,-0.00161311438138691,-0.00201786285542219,0.0248675869904613,-0.00955183963916603,0.00307258533473163,0.0266678088705432,-0.0139730181617722,-0.190430920086736,-0.00532479417901866,-0.00131127013364281,-0.0216739071054344,-0.000461404248068618,-0.00319898515522419,0.00470202272004248,0.00668963447344362,0.0313650134501691,-0.000980894414804101,0.010233736334217,0.00137892832817649,0.00148066156148809,-0.0289128993243512,-0.0382071759442158,-0.00811866518749793,-0.104983125931313,0.00196590249837342,0.0120061452631839,-0.017171197026279,-0.00773532527002371,-0.0062996279440216,-0.00100359863903882,-0.0133367216700061,0.00346723389668381,-0.0113132798039793,-0.0255576356359073,0.0234584609897007,-0.00925181453316037,0
"GSM748239",0.000394236204317642,-0.00206481753052715,-0.0190493343297003,0.0632689751417045,0.00168764532847435,-0.00360955418817327,-0.00770887842337156,0.0435368713060471,-0.20994101522952,-0.00168363307034849,-0.00208850154458258,0.0211227259153952,-0.010138513727895,0.00306827347919772,0.0302033400543782,-0.0148839330191829,-0.200267261580415,-0.00566375047363307,-0.00143064245449434,-0.014001434105,-0.000432948271169813,-0.0035279507977895,0.00493822245507929,0.0065038099292656,0.0322760098937003,-0.000936339797630848,0.0108004509112615,0.00157830457712699,0.0014966323330026,-0.0301578263054733,-0.0430928701156915,-0.00847580637282862,-0.120662273221181,0.00182843873418887,0.0110978041601737,-0.0178869241370436,-0.0083395478952367,-0.00323108641129566,-0.00111385188370705,-0.0146887998396809,0.00337145018394187,-0.0143695610299736,-0.0269832436363437,0.0238968217065514,-0.00776162810703161,0
"GSM748240",0.000382286871953395,-0.00259527889428808,-0.020922202421983,0.0449770996058153,0.00219450970652397,-0.00509601784911215,-0.00973869735946695,0.0398107198381868,-0.191299337408151,-0.00181688508619189,-0.00195348352802348,0.0220539893009418,-0.00994470525094879,0.00317970569211711,0.0194338985609826,-0.0148437832232977,-0.192657692055908,-0.00571933418680466,-0.00138331207241873,-0.0145596737621106,-0.000360421532952353,-0.00298973473446931,0.0050044509026801,0.00760446883934536,0.0304506709057823,-0.00102807007132423,0.0101919723670212,0.00148132873594685,0.00146025536265612,-0.0287499247683151,-0.0365549536914787,-0.00737813700186667,-0.109645132961928,0.00185082734820132,0.0110379379993431,-0.0142873925878528,-0.00896584244909212,-0.00562274077295767,-0.00100556647171171,-0.011491607416635,0.00267666701550768,-0.012084037272684,-0.023471829169862,0.0246473242990673,-0.00846091920559103,0
"GSM748242",0.000361878336138956,-0.00208890834646005,-0.0189068905052818,0.075061654270688,0.00231345725870019,-0.00467787407506786,-0.00640518216257999,0.0413916537328595,-0.15681534431904,-0.00172921813165672,-0.0017254425489094,0.0244883818384494,-0.00976711327616498,0.00299339732681725,0.0275457107532242,-0.0150218293000377,-0.182125188973843,-0.00566538801528312,-0.00128347875332944,-0.0134972218426414,-0.000498130432873773,-0.00322885001260772,0.00500583699452443,0.00679630007414415,0.0333950213398977,-0.000979739848333057,0.0099425958112324,0.00145966133363746,0.00142204100018164,-0.0292681192673529,-0.03885582731751,-0.00646580757119672,-0.118013516700277,0.00184770409240036,0.0118027726113706,-0.0158142593401175,-0.00706287049097112,-0.00496993343761144,-0.00111237323725196,-0.0140969845225706,0.00289264347668079,-0.0143825989333466,-0.0237387871421814,0.0233601985298986,-0.00770759759768727,0
"GSM748243",0.000386030064849546,-0.00228555254670092,-0.0190972708154372,0.0596925750924683,0.00280782880551763,-0.00565695081900555,-0.00646499323561686,0.0379015153555639,-0.26907670673804,-0.00172742410412849,-0.00167186663539803,0.0254834341489527,-0.00941243067216848,0.00307825035215454,0.023082996892847,-0.0137739316555013,-0.195451674485041,-0.00559793758275582,-0.00126214837737242,-0.0135473974230412,-0.000395611758266808,-0.00343474909225786,0.00504954848818335,0.00694445715593544,0.0294024134365283,-0.000998910054192169,0.00973607919959938,0.00153705340885767,0.0015340516156408,-0.0286504202123997,-0.0359205658432292,-0.00706188769084415,-0.0907776941651289,0.00184872351700197,0.0115570143042381,-0.01643727824269,-0.00761654621133678,-0.00734281852813153,-0.000970975161117877,-0.0133996575409027,0.00263909609385962,-0.0130637481957799,-0.022093773121693,0.0226808164120986,-0.00784769162279076,1
"GSM748264",0.000365162501551789,-0.0046660045767677,-0.0191595236893284,0.0723752579560222,0.0030636511836646,-0.00551871238849643,-0.00917495406945225,0.0408415143967572,-0.180825867041633,-0.00147530329197318,-0.00172468355559594,0.0238489373868794,-0.00958578124505135,0.00311594148491356,0.0211167321052048,-0.0137909880828229,-0.196298021320918,-0.00568505791803746,-0.00135916517490304,-0.026189440946875,-0.000442625283494252,-0.00304204062786538,0.00516501360966929,0.00618285920927459,0.0299652870980897,-0.00104951373476597,0.00997443489578487,0.00121524603384386,0.00146405740123451,-0.0285071859673984,-0.0368949774686514,-0.0075457800724893,-0.0943776966466765,0.00181754988960392,0.011428753821785,-0.0142748626170495,-0.00743120432727862,-0.00563982485791154,-0.00096685888350781,-0.0336361201077704,0.0024617092939969,-0.0147226758404318,-0.0231204357062678,0.0225139154415033,-0.00759881890812293,0
"GSM748271",0.00038891594250187,-0.00590226583322964,-0.027480926698256,0.0564840302510778,0.00138819074622737,-0.00330203296532402,-0.00807350044957702,0.0408694213624351,-0.14653026140079,-0.00139625373715437,-0.00170609275602416,0.0232436982101198,-0.00988332115987713,0.00302718665536275,0.0193913727458867,-0.0149772691824998,-0.205060826766649,-0.00556576750458056,-0.00142060962799296,-0.0493498418575441,-0.000409945356409452,-0.00212181230693359,0.00497107843767284,0.00579899045522207,0.0317140777718657,-0.00101217700930237,0.00984934073106406,0.00110599152212805,0.00124760404095471,-0.0287748320515121,-0.0419723796456805,-0.00644545454013788,-0.105905903552087,0.0018388354389927,0.010008006058177,-0.0128639665129762,-0.0070428438613736,-0.001941734092462,-0.00106714417512864,-0.0131912979935061,0.00296666155497913,-0.0152416099679072,-0.0248301998855637,0.0233074134493051,-0.0065370292441133,0
"GSM748276",0.000383823459630734,-0.00189419534459762,-0.0203154610327186,0.0697850470260674,0.00180435754446437,-0.0040481864343827,-0.00819088053766358,0.0400743199123578,-0.168574430898757,-0.00183486926823877,-0.00148150663143185,0.0233192571215931,-0.009905707531128,0.00294502320076819,0.0265633805246746,-0.0138638701239691,-0.181023462971161,-0.00550500347235238,-0.00132284612559858,-0.0138144645936029,-0.000487755744431602,-0.0042386513796422,0.0050011502519874,0.00633608272233348,0.030946035181422,-0.00100551535831202,0.00988930863317196,0.00150904677505467,0.00145598951568755,-0.0297394544438789,-0.0393146724786701,-0.00655501878783899,-0.105398501835869,0.00188949416663385,0.0115748432886702,-0.0160057441739432,-0.00784766401377245,-0.00545851382547035,-0.000995275764278194,-0.021868790322055,0.00311336237852602,-0.0145598480081131,-0.0242605515812872,0.0240929956040102,-0.00759830788660766,1
"GSM748277",0.000418366902371547,-0.00202895678982789,-0.0228003770829827,0.0455069693089616,0.00272921758973817,-0.00514098742796059,-0.00837166170978932,0.0433147151882517,-0.27747062763043,-0.00155069974787173,-0.00166273219336573,0.021885958041075,-0.0097780852358389,0.00318280611678497,0.0305184903875048,-0.0157295685723358,-0.193806456153094,-0.00549996277878719,-0.00142210023665141,-0.0143180391299156,-0.000346375707391364,-0.00300458021061276,0.00485317779594808,0.00670773664234245,0.0310683190606022,-0.00105033290626815,0.0101510902682935,0.00142301192882042,0.00153293515754486,-0.0301480269973712,-0.0379859235334038,-0.00810416198593499,-0.107200975556868,0.00173955342803211,0.0115543322064754,-0.0173997571490769,-0.00896595619474811,-0.00705946967490679,-0.00102075056913495,-0.0107886680828822,0.00301404737465161,-0.0138328278622961,-0.0251976051904222,0.0231673751715243,-0.00687892022976146,1
"GSM748278",0.000390193836006761,-0.00281740671934458,-0.0252415641402243,0.062654242397041,0.00232811473360844,-0.00486119709229633,-0.00553185011497339,0.0409978838439582,-0.246117079712982,-0.00171092400708408,-0.00188939325402146,0.023789555323909,-0.00965102542416522,0.00306260319651092,0.0233818537447996,-0.0150211991703368,-0.187089987297921,-0.0057607135000862,-0.00130928097500196,-0.0281631290156956,-0.000547725122865392,-0.00327562893595709,0.00494636574461166,0.00714684441093943,0.031368873561595,-0.00100681886561232,0.00990314310230377,0.00143884511971634,0.00145820684784058,-0.0296157646793967,-0.0382000658889297,-0.00796003856046858,-0.108824597696598,0.00178973460332008,0.0113514939927051,-0.0139972918000642,-0.00790028671965081,-0.0049493966511133,-0.000929205112290903,-0.013310708316155,0.00286214945530638,-0.0128284453902654,-0.0235004979818429,0.0243583727146678,-0.00768888168662836,0
"GSM748279",0.000375191837550138,-0.0022259528394707,-0.0185559124547603,0.0578255885063002,0.00220766669311663,-0.00451063866817294,-0.00829753841072834,0.0449771329491184,-0.171411650104784,-0.00153688718342866,-0.00197296073228034,0.0240677201221272,-0.0097992158586453,0.00311259705719354,0.0224474341088547,-0.0160541903413938,-0.199122303113275,-0.00544322656140976,-0.00137129920809315,-0.0154352118227825,-0.000431993763971,-0.00267173400100884,0.00502306707360359,0.00681774635538557,0.0328370771830387,-0.000991124429294534,0.0101935316965737,0.00121660546009397,0.00138745871454287,-0.0316954003921198,-0.0378815857363962,-0.00696885195459734,-0.114918479504217,0.0018012479919423,0.0111215634571804,-0.0119634710616462,-0.0076632194512853,-0.00569068952816926,-0.00103300773803171,-0.0113539816691402,0.00328919068210192,-0.0128593305807308,-0.0265217916323197,0.024067506889537,-0.00729664278460631,1
