,ARSI,CCL26,EIF3D,GSTO1,GSTP1,HSP90AB1,INPP1,LMO4,POMP,PPP1R14B,PSMC3,RNASE7,RNF181,ROMO1,RPL12,RPS4X,S100A10,SBDS,SERPINE1,SPINK5,SPINK7,STIP1,TCEAL8,TMED10,TOMM34,TUBB6,ZMAT2,class
GSM1607878,-0.010018716,-0.08872912,0.006608352,0.027005591,0.001321335,0.002907495,0.007214358,0.034351071,-0.051050428,0.023938004,-0.024115328,-0.117198701,-0.064869682,0.025531934,-0.011403282,-0.00195241,-0.007652819,-0.027935648,0.000695958,-0.001368608,0.039565013,-0.013037817,-0.166846537,0.003482621,-0.039176871,-0.004165325,-0.050450555,1
GSM1607879,-0.009968988,-0.088226642,0.006130208,0.028497451,0.001371281,0.002789621,0.006850707,0.036951986,-0.050545503,0.023051426,-0.02453997,-0.106769402,-0.06487518,0.025646052,-0.010770781,-0.001915338,-0.007997031,-0.027315394,0.000754588,-0.001451746,0.043226687,-0.013314193,-0.153903754,0.003854833,-0.03754569,-0.003905846,-0.050321688,1
GSM1607880,-0.010126297,-0.088614912,0.006724572,0.025622849,0.0013506,0.002902793,0.007388625,0.041472608,-0.052041054,0.024656877,-0.024288541,-0.13622367,-0.065307157,0.025573379,-0.011370194,-0.001985185,-0.008143829,-0.026832156,0.000796452,-0.001968194,0.054169498,-0.013240839,-0.160898345,0.003560666,-0.039127372,-0.004610735,-0.051028001,1
GSM1607881,-0.010326863,-0.09063026,0.006651894,0.028304025,0.001397124,0.002967873,0.006646413,0.031771666,-0.051666601,0.026559748,-0.023926282,-0.167811422,-0.06802049,0.025513979,-0.011544519,-0.002000197,-0.008151823,-0.027101597,0.000880738,-0.001875659,0.054454079,-0.014203961,-0.149087517,0.0037936,-0.039334716,-0.004762556,-0.053448826,1
GSM1607882,-0.010209007,-0.09563958,0.006778375,0.028422235,0.001389068,0.002981671,0.007205905,0.035227102,-0.052193042,0.025753915,-0.024661754,-0.154948675,-0.066226609,0.0250344,-0.011754034,-0.001998458,-0.008234076,-0.028555975,0.000904742,-0.001979988,0.053755088,-0.013420416,-0.16765936,0.003650521,-0.037908448,-0.004867322,-0.050984614,1
GSM1607884,-0.010117427,-0.093112245,0.006539092,0.026832728,0.001437658,0.003254426,0.007841026,0.035785877,-0.050110479,0.025392067,-0.025748705,-0.13967895,-0.067087465,0.025166151,-0.010706408,-0.001842238,-0.008121229,-0.028301601,0.000839459,-0.001617352,0.04485411,-0.014328361,-0.158158656,0.003508097,-0.04161367,-0.004351208,-0.049628599,1
GSM1607886,-0.010201682,-0.088507422,0.006397955,0.026343233,0.001456195,0.003110936,0.007019763,0.034776145,-0.053258831,0.025448102,-0.023903191,-0.145329912,-0.069141224,0.026163361,-0.011887959,-0.002006961,-0.008244349,-0.027940245,0.000869104,-0.001788777,0.041189855,-0.013619242,-0.173829724,0.00351382,-0.038447533,-0.004767865,-0.050223618,1
GSM1607887,-0.009918861,-0.091411673,0.006720332,0.026170205,0.001366,0.002963094,0.007585406,0.041224343,-0.05032401,0.023918034,-0.024237907,-0.108466945,-0.065179854,0.0246402,-0.010895056,-0.00186362,-0.007590425,-0.027853756,0.000711529,-0.001311666,0.038278811,-0.01289271,-0.152477184,0.003039852,-0.040788885,-0.003920728,-0.050565894,1
GSM1607888,-0.009989856,-0.095220318,0.006897845,0.025661405,0.001380073,0.002857036,0.007251747,0.03399368,-0.049464929,0.025502444,-0.024071352,-0.148661053,-0.0650901,0.024968198,-0.011442005,-0.001863402,-0.008516113,-0.028792277,0.000870907,-0.001519194,0.050642167,-0.013761448,-0.157841594,0.003402953,-0.039528016,-0.00426133,-0.055902939,1
GSM1607889,-0.010216971,-0.08746842,0.006606583,0.027900448,0.001376144,0.002892291,0.007251189,0.035881705,-0.052315423,0.025105855,-0.023539819,-0.168172836,-0.064472683,0.026230053,-0.011445264,-0.002073869,-0.008643492,-0.029619738,0.000859295,-0.002051659,0.055857248,-0.013347298,-0.167725657,0.003829754,-0.038081949,-0.004724103,-0.051540897,1
GSM1607893,-0.010023397,-0.086950718,0.006707369,0.026620878,0.001436319,0.002794231,0.007424232,0.040039479,-0.050217032,0.025712841,-0.024459829,-0.120284917,-0.067093574,0.025833472,-0.011305863,-0.001878797,-0.007945308,-0.02681748,0.000712685,-0.001749654,0.04840675,-0.013596033,-0.154878265,0.003319618,-0.038041081,-0.004450816,-0.05235714,1
GSM1607894,-0.010186289,-0.099106034,0.006623405,0.027624415,0.001367531,0.003077582,0.007145677,0.034025514,-0.051463292,0.026367907,-0.023724806,-0.127993094,-0.065849586,0.024731308,-0.011324269,-0.001903038,-0.008588287,-0.028776695,0.001011446,-0.001757664,0.049115559,-0.014738926,-0.155728884,0.003521775,-0.03961649,-0.004864439,-0.050775979,1
GSM1607895,-0.01021545,-0.091133754,0.006798514,0.026994055,0.001340803,0.003120386,0.006587091,0.032973652,-0.051930904,0.025292036,-0.024823341,-0.161747801,-0.069629752,0.0269258,-0.011229009,-0.002002015,-0.008529589,-0.02995563,0.000958696,-0.001427462,0.043767559,-0.013439547,-0.163128645,0.003898136,-0.04089238,-0.004668649,-0.051232077,1
GSM1607896,-0.010204608,-0.092037871,0.006618392,0.028602924,0.001414904,0.003067511,0.007315423,0.033370471,-0.052129981,0.026171835,-0.025134294,-0.134490379,-0.067304488,0.025863007,-0.010653539,-0.001897543,-0.008520317,-0.026954616,0.000917282,-0.001520043,0.045768608,-0.014587631,-0.161550765,0.003497348,-0.040090277,-0.004886663,-0.053342077,1
GSM1607899,-0.009966864,-0.089699778,0.00679286,0.026805285,0.001404281,0.002840889,0.007666617,0.037807292,-0.052243223,0.024988381,-0.024555386,-0.140464218,-0.068874799,0.026062595,-0.011739393,-0.002070073,-0.008639582,-0.028274623,0.000655235,-0.002162857,0.057480437,-0.013309744,-0.162418709,0.003800577,-0.038610939,-0.004758696,-0.053872998,1
GSM1607904,-0.010126166,-0.089071163,0.006395468,0.02639918,0.00138109,0.002822507,0.007163871,0.035230907,-0.050832951,0.024620996,-0.023791072,-0.164938447,-0.063839475,0.025260174,-0.010925284,-0.001955423,-0.008283164,-0.028379446,0.000824131,-0.001989159,0.066213687,-0.012898547,-0.168234586,0.003676554,-0.037391102,-0.004618827,-0.050174214,1
GSM1607914,-0.010214425,-0.096079078,0.006666671,0.02857641,0.001309911,0.003013471,0.007316057,0.035490112,-0.050712841,0.024071852,-0.025759296,-0.134049523,-0.066799928,0.02449138,-0.01109535,-0.001944555,-0.008254928,-0.027971373,0.000950178,-0.001420569,0.043479338,-0.013149613,-0.164552669,0.003353776,-0.037838122,-0.00454418,-0.053322948,1
GSM1607919,-0.010013113,-0.089241686,0.006504036,0.026978341,0.001375425,0.002984764,0.007141311,0.036973964,-0.052443587,0.025200895,-0.024939814,-0.131056819,-0.06358375,0.024747411,-0.011069109,-0.001906024,-0.008356654,-0.028256916,0.000866315,-0.001606209,0.044895399,-0.01411998,-0.159275363,0.003426015,-0.038655856,-0.00459516,-0.049727454,1
GSM1607920,-0.010329551,-0.091618518,0.006510834,0.028817333,0.001421909,0.003150899,0.007799788,0.032009474,-0.052826204,0.026828355,-0.02542866,-0.154088896,-0.067223744,0.026827629,-0.011025206,-0.001859345,-0.008401073,-0.028678893,0.000876755,-0.001482373,0.044310367,-0.014658636,-0.151207802,0.003703948,-0.041869092,-0.004909346,-0.052608136,1
GSM1607922,-0.010392626,-0.089977965,0.006586713,0.026542964,0.001391095,0.002951131,0.007849953,0.032309295,-0.049865404,0.025466531,-0.022985834,-0.134217694,-0.065055829,0.025608349,-0.010711998,-0.00200451,-0.008468048,-0.029415039,0.000877176,-0.00164787,0.043740405,-0.013816473,-0.160913517,0.00390047,-0.038741234,-0.004524766,-0.051639507,1
GSM1607923,-0.010181215,-0.089234918,0.006447602,0.026569468,0.001446309,0.003048286,0.007334151,0.035219896,-0.052400359,0.023913989,-0.025434671,-0.145899408,-0.066536116,0.02470652,-0.011045784,-0.001774222,-0.008298027,-0.026675013,0.000820621,-0.001799319,0.053194503,-0.013578782,-0.142831002,0.003265662,-0.040355186,-0.004556778,-0.0521456,1
GSM1607925,-0.010038347,-0.095990087,0.00655249,0.028914915,0.001408079,0.002979255,0.007170836,0.03418398,-0.049551852,0.024249859,-0.024164011,-0.114674001,-0.065709877,0.024737425,-0.011346525,-0.00189076,-0.008513674,-0.030214074,0.000930383,-0.001502821,0.045066414,-0.01387966,-0.16032619,0.003846589,-0.038292339,-0.004249683,-0.049650338,1
