,ALDH3A1,BANF1,BTG1,CDC42EP4,CHGB,CTNNAL1,CXCL13,F3,FTH1,G6PD,GSTO1,GSTP1,HK1,KIAA1522,LAMC2,LMO4,MME,MT2A,NDUFA4,PGK1,PRPF19,PSMA7,PSMC3,PSMD2,RAN,RNASE7,ROMO1,RPL12,RPL36AL,RPS21,S100A10,SERPINE1,SOD1,SPP1,TCEAL8,TMBIM6,TMSB10,TNFRSF12A,TPI1,TRMT112,class
GSM1607778,0.00192714,0.01014354,0.022886616,0.00785988,-0.003817105,0.030001671,0.032576864,-0.002019795,-0.037457631,-0.004774998,0.019522171,0.00212447,-0.00361847,0.011818703,0.000565923,0.005951532,-0.003535591,-0.002509658,-0.00325103,-0.009418372,0.001228181,-0.029127941,-0.030576233,-0.000154994,0.012476626,-0.118128255,0.067511424,-0.01510867,-0.000378933,0.01558949,-0.0067263,0.001733442,-0.0170564,0.004439669,-0.126817732,-0.004774521,-0.000146948,-0.016226716,-0.000106409,0.014662056,1
GSM1607780,0.002103687,0.010647442,0.02526577,0.006676272,-0.004482297,0.028495697,0.025163043,-0.002384905,-0.039047078,-0.004918762,0.01929485,0.002012391,-0.003579744,0.010043894,0.000490221,0.006271358,-0.003538838,-0.002736181,-0.00339727,-0.009517326,0.001234775,-0.029134631,-0.033903274,-0.000172503,0.012895693,-0.10977431,0.074215831,-0.015080155,-0.000393461,0.017224443,-0.006599328,0.001686846,-0.016417365,0.003875577,-0.130435767,-0.004621207,-0.000148004,-0.017473664,-0.000111073,0.014328618,1
GSM1607781,0.002157051,0.01031595,0.026224096,0.008258274,-0.00407772,0.024806226,0.030255264,-0.002795168,-0.042404924,-0.005568054,0.017375284,0.001997197,-0.003775711,0.010990623,0.000563694,0.007150979,-0.00356316,-0.00284597,-0.003436396,-0.009408357,0.001194574,-0.028606314,-0.031486107,-0.000164924,0.012597495,-0.107889207,0.072957798,-0.014095451,-0.000383707,0.015881447,-0.006991287,0.001993332,-0.016131611,0.004700754,-0.117758679,-0.004756941,-0.00014904,-0.020698145,-0.000111051,0.013906527,1
GSM1607782,0.001648792,0.009952288,0.02584555,0.007974037,-0.003787249,0.029166706,0.032628284,-0.002385155,-0.037903955,-0.005112162,0.017559747,0.001968073,-0.00375505,0.011087333,0.00063696,0.006376363,-0.003450948,-0.003073578,-0.003311037,-0.009540386,0.001159593,-0.029561143,-0.031162403,-0.000164566,0.013430585,-0.100598356,0.075721289,-0.014199971,-0.000367974,0.015213403,-0.007274829,0.002310312,-0.015323077,0.003750026,-0.117940791,-0.004731879,-0.000155173,-0.021283137,-0.000107532,0.013742604,1
GSM1607783,0.00199653,0.009930541,0.027513892,0.00789373,-0.00382099,0.025416109,0.037391047,-0.002704087,-0.043331833,-0.004833648,0.01751665,0.001996643,-0.003593814,0.01128026,0.000657785,0.007258013,-0.003608137,-0.002861598,-0.003403391,-0.009179962,0.001101339,-0.029110886,-0.03149533,-0.000156833,0.012661529,-0.086517767,0.06840229,-0.01430772,-0.000382452,0.015275157,-0.007289955,0.001998222,-0.015846725,0.003993183,-0.124905893,-0.004930039,-0.000157938,-0.019266086,-0.000103996,0.013818808,1
GSM1607784,0.00238799,0.009988722,0.025192054,0.008175571,-0.003803902,0.029222724,0.026904026,-0.002420694,-0.037761796,-0.005876713,0.018404733,0.002001188,-0.00369526,0.010959063,0.000570696,0.007103962,-0.003539473,-0.002648389,-0.003344244,-0.009625161,0.001166153,-0.029001098,-0.031046984,-0.000162869,0.012215354,-0.081276013,0.069335919,-0.014123541,-0.000366306,0.014903926,-0.006967113,0.002219106,-0.015491457,0.004702107,-0.120689863,-0.004731733,-0.000153303,-0.017962064,-0.000108367,0.013686832,1
GSM1607785,0.001629515,0.010198332,0.02478924,0.007778435,-0.005112387,0.029763586,0.026600614,-0.002414637,-0.037904124,-0.005115493,0.018292637,0.002043587,-0.003881461,0.011382913,0.000711473,0.006019394,-0.003356219,-0.003355171,-0.003247419,-0.009509852,0.001145598,-0.029013404,-0.033267121,-0.00017448,0.012887199,-0.107319443,0.069384882,-0.013762429,-0.000366088,0.01524529,-0.007437038,0.002413628,-0.015824605,0.003381872,-0.117995377,-0.004867204,-0.00015864,-0.021944144,-0.000110422,0.013578664,1
GSM1607786,0.001947041,0.009822229,0.026066106,0.007351038,-0.003817105,0.028104266,0.029061626,-0.002594717,-0.035639878,-0.00547465,0.017562233,0.001979585,-0.003787096,0.011329033,0.000709394,0.006280092,-0.004001508,-0.003202885,-0.003356019,-0.009924685,0.001147724,-0.028852316,-0.032447991,-0.000177113,0.01318109,-0.099423354,0.069260092,-0.013859542,-0.000357392,0.015907269,-0.007052148,0.002029854,-0.015768017,0.003637777,-0.130231184,-0.004802776,-0.000153864,-0.019629275,-0.00011377,0.013094715,1
GSM1607787,0.002292574,0.010577929,0.024980318,0.008298652,-0.003874206,0.027589416,0.028079482,-0.002313178,-0.037105732,-0.005664339,0.017049227,0.002076997,-0.003581665,0.012181158,0.000662078,0.007255572,-0.003546019,-0.002846131,-0.003274361,-0.009276537,0.001265249,-0.029249453,-0.03344005,-0.000170948,0.012136636,-0.104039207,0.068936866,-0.014527155,-0.000350403,0.015154168,-0.006949123,0.001970051,-0.015589895,0.003931597,-0.113564102,-0.004879504,-0.000161001,-0.0183114,-0.000106774,0.01357611,1
GSM1607788,0.001948517,0.010435808,0.026761361,0.008071703,-0.004019771,0.024098745,0.029934768,-0.002116616,-0.038306317,-0.004773775,0.01805497,0.002044504,-0.003685478,0.011176096,0.000549002,0.005977215,-0.003320013,-0.00264294,-0.003372889,-0.009917917,0.001176969,-0.028956919,-0.031324599,-0.000169529,0.012489861,-0.099269655,0.07325232,-0.013615325,-0.000379975,0.015516258,-0.007009642,0.001944707,-0.015909666,0.004136691,-0.125036777,-0.00506136,-0.000155998,-0.018895212,-0.000113806,0.013929716,1
GSM1607789,0.001651478,0.010201704,0.02723683,0.007488113,-0.003939342,0.02818789,0.03006865,-0.002499374,-0.038732705,-0.005064235,0.017456702,0.00190482,-0.003750396,0.010946278,0.000732139,0.006550374,-0.003742185,-0.002971256,-0.003317241,-0.009439571,0.001122166,-0.029192054,-0.030022476,-0.0001638,0.013264129,-0.085268808,0.067497597,-0.013619842,-0.000377704,0.014324897,-0.00713754,0.002254786,-0.016299663,0.003733085,-0.121303069,-0.004753322,-0.00015038,-0.022502648,-0.000103606,0.013589121,1
GSM1607790,0.001506976,0.010548199,0.024540115,0.007329444,-0.003987511,0.030825409,0.026404684,-0.002584704,-0.03611297,-0.00528355,0.017336926,0.002129695,-0.003630767,0.011018262,0.000728776,0.005874831,-0.003640622,-0.00302194,-0.003450078,-0.00965302,0.001185813,-0.029229929,-0.031737831,-0.000179531,0.012779323,-0.107684284,0.073225653,-0.014095245,-0.000380063,0.01669204,-0.007205797,0.002357938,-0.01687127,0.004571321,-0.124213616,-0.004658211,-0.000156894,-0.022320607,-0.000115967,0.015004396,1
GSM1607791,0.001697979,0.010182274,0.025743807,0.00844926,-0.003896654,0.02590024,0.03441695,-0.002470169,-0.040143527,-0.005167495,0.017756352,0.001985593,-0.003605236,0.011396401,0.00067916,0.006669752,-0.003718461,-0.003236809,-0.003310077,-0.009154727,0.001207934,-0.028912689,-0.033579889,-0.000169399,0.012340984,-0.103922008,0.068772262,-0.013900841,-0.000366063,0.014629902,-0.006840413,0.002224388,-0.015809004,0.004234251,-0.119121032,-0.004891352,-0.000155211,-0.021119808,-0.000104462,0.013776715,1
GSM1607793,0.001579595,0.010060163,0.024262824,0.007602223,-0.004082911,0.025264873,0.033306859,-0.002439157,-0.041062256,-0.005179701,0.017634135,0.001995261,-0.003643024,0.01114069,0.000505094,0.006039227,-0.003640598,-0.002885056,-0.003422634,-0.009439488,0.001187775,-0.028895379,-0.032339449,-0.000159446,0.012140581,-0.104672091,0.071565385,-0.014387222,-0.000382189,0.015432754,-0.006824828,0.002011564,-0.015328286,0.004641144,-0.131078082,-0.004844307,-0.000152479,-0.020097224,-0.000104037,0.013627425,1
GSM1607794,0.002121198,0.009966136,0.02702933,0.008146842,-0.003966856,0.028201015,0.027613987,-0.001987184,-0.038172966,-0.004975499,0.017907201,0.001968844,-0.003675251,0.01196836,0.000559425,0.007520552,-0.003453808,-0.002581776,-0.003450965,-0.009182105,0.00118454,-0.029594801,-0.030638185,-0.000169987,0.013184732,-0.094195833,0.067648384,-0.014825204,-0.000360473,0.014696868,-0.007011472,0.001715287,-0.015969258,0.004117117,-0.124846266,-0.004912733,-0.000152016,-0.018094419,-0.00010775,0.013851778,1
GSM1607796,0.002291354,0.009916401,0.025363167,0.007723715,-0.003912439,0.027234089,0.027156463,-0.002103442,-0.047020839,-0.006172943,0.017233764,0.002010271,-0.003746782,0.011396735,0.000541612,0.007005446,-0.003588045,-0.002548071,-0.003310387,-0.009560632,0.001143666,-0.029514894,-0.031307646,-0.000176768,0.01323376,-0.074965633,0.073723398,-0.014997193,-0.000375535,0.015712395,-0.007155053,0.001858324,-0.017024375,0.006207804,-0.127660865,-0.004822187,-0.000150677,-0.017236079,-0.000110142,0.013340773,1
GSM1607797,0.001924089,0.010383627,0.024933387,0.0072487,-0.004492364,0.029052667,0.030853529,-0.002528567,-0.04364214,-0.00564427,0.018086076,0.002106281,-0.003713083,0.011000268,0.000637426,0.006055347,-0.003735579,-0.003165402,-0.003325849,-0.009372639,0.001245514,-0.029630127,-0.030949507,-0.000172713,0.013389833,-0.10167365,0.073190264,-0.01451978,-0.00039334,0.016586088,-0.007256992,0.002036665,-0.015466194,0.005268932,-0.123555187,-0.004814799,-0.000156768,-0.021138313,-0.000108499,0.014782857,1
GSM1607798,0.001970288,0.010259997,0.025239443,0.007631453,-0.003830143,0.028749307,0.027674528,-0.002558767,-0.038149602,-0.005302574,0.01779726,0.002034756,-0.003754245,0.01105953,0.000615371,0.006267968,-0.00361548,-0.002816014,-0.003352804,-0.00930087,0.001191004,-0.029212526,-0.031999598,-0.000173369,0.012512116,-0.108530915,0.07238134,-0.01430008,-0.000374381,0.016251343,-0.007212352,0.002230866,-0.015619115,0.003610764,-0.12379638,-0.004845636,-0.000154416,-0.020337065,-0.000105982,0.0140544,1
GSM1607800,0.002167642,0.009778383,0.024436651,0.00743106,-0.003829252,0.02605132,0.026720587,-0.002234207,-0.036184381,-0.005275235,0.018283488,0.001998362,-0.003609184,0.011253007,0.000491113,0.00674536,-0.003430452,-0.002653784,-0.003478061,-0.009347641,0.001155887,-0.028790867,-0.032185147,-0.000155189,0.012788287,-0.102874648,0.075620994,-0.015103994,-0.000382712,0.016659288,-0.007095695,0.001615345,-0.016129079,0.003515338,-0.13063634,-0.004838086,-0.000147264,-0.016234259,-0.000111147,0.013670337,1
GSM1607802,0.001322989,0.010289728,0.024861497,0.007574912,-0.004738668,0.030827554,0.031235362,-0.002895794,-0.036855433,-0.004900643,0.018236922,0.002027109,-0.003619054,0.010640055,0.000763716,0.00619377,-0.003911883,-0.003559687,-0.00347022,-0.009593626,0.001151953,-0.029335625,-0.033617857,-0.000177814,0.013433669,-0.097060534,0.068567587,-0.013793041,-0.000375342,0.015615217,-0.007282331,0.002520338,-0.015875438,0.00364975,-0.121818532,-0.00474036,-0.000160917,-0.022816708,-0.000112688,0.013971282,1
GSM1607804,0.001566421,0.009696072,0.027161041,0.007618538,-0.003790736,0.026122561,0.029964008,-0.002550024,-0.039974407,-0.004873053,0.016780971,0.001955649,-0.003760648,0.011732234,0.000658338,0.006072105,-0.003929156,-0.003041551,-0.003424435,-0.009763503,0.001156958,-0.028672189,-0.033272099,-0.000169388,0.012743267,-0.116181923,0.069973334,-0.01373946,-0.000367496,0.014220281,-0.007440329,0.002204304,-0.0165046,0.005012006,-0.109283921,-0.004813198,-0.000149423,-0.019150464,-0.000101101,0.013361725,1
GSM1607805,0.002048157,0.010018866,0.024934605,0.008211395,-0.003912698,0.025626716,0.032487935,-0.00212295,-0.039519893,-0.005110656,0.017119701,0.002039318,-0.003631216,0.01201987,0.000519039,0.006639862,-0.003404585,-0.002681637,-0.003330883,-0.00906151,0.001217616,-0.028683481,-0.030612846,-0.000159472,0.012863229,-0.087060409,0.068144082,-0.013540032,-0.000361852,0.01474042,-0.006706741,0.001896055,-0.015819396,0.003906143,-0.124283264,-0.004905561,-0.000152941,-0.017739923,-0.000102018,0.013588117,1
GSM1607807,0.00175933,0.010324052,0.024916568,0.008376347,-0.003826773,0.025845277,0.026988448,-0.002235888,-0.038047281,-0.005097876,0.016958165,0.00201613,-0.003584102,0.010418395,0.000581286,0.006815591,-0.003607912,-0.003333166,-0.00329037,-0.009293632,0.001278815,-0.029129318,-0.032835397,-0.000157035,0.011925829,-0.086314896,0.070154002,-0.013694696,-0.000356989,0.014511715,-0.006665266,0.00225147,-0.016256071,0.0043891,-0.119713495,-0.004717218,-0.0001535,-0.02062477,-0.000102294,0.012970551,1
GSM1607808,0.001749842,0.01038152,0.025508444,0.007521333,-0.003861077,0.03007466,0.02949968,-0.00283538,-0.041544459,-0.005254368,0.017461051,0.002007153,-0.003777839,0.011674816,0.000633971,0.005894003,-0.003527735,-0.003255534,-0.00332238,-0.009872185,0.001214332,-0.029640127,-0.031969282,-0.000163755,0.012414679,-0.10606294,0.069478082,-0.014526433,-0.000373629,0.015188493,-0.007314214,0.002047468,-0.015405353,0.00369345,-0.120961131,-0.004786604,-0.000153851,-0.021407261,-0.000104927,0.013617247,1
GSM1607809,0.001936204,0.010405469,0.024640906,0.007253734,-0.003849511,0.027028947,0.026369486,-0.002466387,-0.036551476,-0.005377618,0.017767142,0.002019633,-0.003870373,0.010468788,0.000604775,0.005808031,-0.003395691,-0.00290337,-0.003400287,-0.009004267,0.001176861,-0.029818696,-0.033223991,-0.000170915,0.012631535,-0.117605065,0.077408548,-0.014363025,-0.000385621,0.017303573,-0.007107562,0.001977168,-0.016241016,0.003639446,-0.124195471,-0.004718473,-0.00015162,-0.02155005,-0.000114168,0.01418539,1
GSM1607810,0.001679845,0.009909825,0.026463472,0.008576545,-0.004548662,0.024167352,0.031185446,-0.002085829,-0.04077709,-0.005314916,0.017470501,0.002015165,-0.003652693,0.011597305,0.000564473,0.006542586,-0.004140328,-0.002791742,-0.003387104,-0.009210428,0.001191783,-0.029122562,-0.032638863,-0.00017466,0.012390934,-0.080288681,0.069926693,-0.01379766,-0.000349716,0.014891734,-0.00718301,0.002141522,-0.01649071,0.005571993,-0.124346971,-0.005073109,-0.000156018,-0.019927607,-0.0001039,0.013890925,1
GSM1607811,0.001873313,0.010189327,0.025092794,0.007822425,-0.003782101,0.0268348,0.026697529,-0.002377152,-0.037283913,-0.005528737,0.017745794,0.002082865,-0.003794877,0.011890012,0.000640114,0.006344356,-0.003310239,-0.003158981,-0.003352913,-0.009388412,0.001202923,-0.029557658,-0.031426386,-0.00016203,0.012523361,-0.099767921,0.070015412,-0.014381053,-0.000366276,0.015492301,-0.007328541,0.002084672,-0.015499546,0.004773555,-0.109317601,-0.004707441,-0.000159934,-0.020626131,-0.000110656,0.013831834,1
GSM1607812,0.002222288,0.009910557,0.02597203,0.007435082,-0.003794616,0.027428122,0.028196191,-0.002220343,-0.038485599,-0.005128588,0.019279097,0.002018353,-0.003684423,0.011227005,0.000595598,0.006905949,-0.003339832,-0.002995362,-0.003543672,-0.009723325,0.001213644,-0.029126692,-0.032419572,-0.000175459,0.01328185,-0.097019264,0.068885871,-0.013769869,-0.00035729,0.016145988,-0.006851024,0.001816476,-0.016363791,0.003720793,-0.128699125,-0.004767964,-0.000151366,-0.018768895,-0.000108481,0.014181069,1
GSM1607813,0.002145965,0.009563642,0.023758402,0.007738444,-0.003781599,0.025650179,0.027937623,-0.002255235,-0.03709091,-0.005235497,0.017844721,0.002055674,-0.003569426,0.011417943,0.000541577,0.006486293,-0.003212617,-0.002806213,-0.003357814,-0.008987732,0.001277057,-0.028967554,-0.033964737,-0.000166894,0.012045746,-0.093624252,0.072587456,-0.014990028,-0.000369267,0.015936478,-0.007066069,0.001796324,-0.015935437,0.003922828,-0.121866542,-0.004766195,-0.00015025,-0.018784864,-0.000103267,0.013228155,1
GSM1607814,0.001931648,0.009971769,0.026838993,0.007691361,-0.00394841,0.029664001,0.028103493,-0.002652326,-0.042396079,-0.004899385,0.016285868,0.00203269,-0.003686835,0.011053405,0.000751354,0.006484616,-0.003932811,-0.00347888,-0.003415092,-0.010162329,0.001154092,-0.029789989,-0.029815946,-0.00016821,0.013447353,-0.090044155,0.070410725,-0.014360563,-0.000368021,0.015705229,-0.007412975,0.002556018,-0.015804023,0.00461558,-0.119569548,-0.004667394,-0.000160786,-0.021899823,-0.000104201,0.014208861,1
GSM1607815,0.001779643,0.009750229,0.024107032,0.007824805,-0.003870355,0.025071315,0.026516043,-0.002570585,-0.039626762,-0.005561761,0.017219248,0.002102397,-0.003561618,0.011722842,0.000645012,0.006007384,-0.003844847,-0.002865691,-0.003244629,-0.00945767,0.001268674,-0.029613674,-0.03344023,-0.000175428,0.012512783,-0.10448652,0.071224126,-0.014555423,-0.000368552,0.015934058,-0.007207706,0.002040278,-0.015922497,0.004217764,-0.121508503,-0.004778063,-0.000152502,-0.020692948,-0.000103477,0.013323462,1
GSM1607816,0.001206598,0.010377021,0.026856008,0.007129515,-0.005004283,0.028003417,0.02747331,-0.00261136,-0.047010658,-0.004972012,0.018581846,0.001852518,-0.003658589,0.010115999,0.000636428,0.006784823,-0.004342598,-0.00329487,-0.003324166,-0.009430911,0.001122307,-0.02909905,-0.031947669,-0.000154258,0.01187895,-0.080990527,0.070147919,-0.013898444,-0.000368816,0.014814767,-0.006788036,0.002147786,-0.015849362,0.005718723,-0.129157968,-0.004843819,-0.00015476,-0.020272162,-0.000104454,0.012914106,1
GSM1607818,0.001835914,0.009849949,0.026503341,0.008477877,-0.003873672,0.027067997,0.035564019,-0.002363227,-0.036886866,-0.004906188,0.017621706,0.001956289,-0.003715348,0.010856042,0.000557059,0.006901602,-0.00343409,-0.002655071,-0.003328265,-0.009226237,0.001156638,-0.029078033,-0.031512661,-0.000162791,0.013219289,-0.088634007,0.072499782,-0.01431169,-0.000365856,0.01431825,-0.006840421,0.002024911,-0.017183427,0.003861434,-0.123463698,-0.00491975,-0.000152016,-0.017326356,-0.000107924,0.013216511,1
GSM1607819,0.002149216,0.01044747,0.025971765,0.008163594,-0.00384362,0.031264778,0.029009757,-0.002436332,-0.037989137,-0.006062981,0.018756611,0.002015263,-0.003662618,0.01107785,0.000769004,0.006101212,-0.003847232,-0.003464038,-0.003247204,-0.009410564,0.001184903,-0.028949928,-0.031800386,-0.000170103,0.012880669,-0.09002934,0.069153664,-0.014397853,-0.000376611,0.014611656,-0.007256138,0.002630776,-0.015339071,0.004526541,-0.129831,-0.004848767,-0.000156909,-0.021897089,-0.000111105,0.013428466,1
GSM1607820,0.002259341,0.010150003,0.025611169,0.00748512,-0.003826018,0.027764773,0.028358358,-0.002251411,-0.038539754,-0.005066252,0.019190664,0.002013376,-0.003648841,0.011329033,0.000596573,0.006660959,-0.00336668,-0.002989338,-0.003510406,-0.009721655,0.001203457,-0.028745843,-0.032541978,-0.000173872,0.013324855,-0.097533812,0.068640536,-0.01395022,-0.000357301,0.01608555,-0.006781564,0.00179925,-0.016396679,0.003742548,-0.129057549,-0.004792597,-0.000154491,-0.018613522,-0.000107799,0.014345568,1
GSM1607821,0.002323636,0.009853217,0.025975222,0.00792479,-0.004064996,0.026365975,0.02752103,-0.002476037,-0.03861075,-0.005620354,0.01843574,0.002011652,-0.003683253,0.011493128,0.000543131,0.006786338,-0.003429156,-0.002586082,-0.003312709,-0.009320418,0.001165291,-0.029488109,-0.031737447,-0.0001585,0.013007947,-0.090482232,0.06945073,-0.014206043,-0.000370468,0.015246374,-0.007031918,0.001758683,-0.01581107,0.004094854,-0.127232206,-0.004627857,-0.000151259,-0.017519317,-0.000107443,0.01367984,1
GSM1607822,0.001499197,0.010143605,0.026693089,0.008749465,-0.004115733,0.029873418,0.035152288,-0.002091285,-0.046826069,-0.004855983,0.018699432,0.002010514,-0.003716623,0.010976108,0.000729008,0.00683755,-0.00416945,-0.00314243,-0.003215339,-0.009265906,0.00116329,-0.029317828,-0.0332477,-0.000179789,0.01298944,-0.08210517,0.069218876,-0.013607504,-0.000356367,0.014037384,-0.00733363,0.002032893,-0.016243547,0.004338971,-0.128241058,-0.004866471,-0.000160076,-0.020361537,-0.000109293,0.01373608,1
GSM1607823,0.001804702,0.010787408,0.0257608,0.007843902,-0.005134007,0.027497096,0.034136727,-0.002466271,-0.037785434,-0.005106109,0.01868079,0.001876197,-0.003684992,0.010771428,0.000579513,0.006819178,-0.003683691,-0.003137235,-0.003327647,-0.009587662,0.001169334,-0.028833176,-0.032000037,-0.00016133,0.012164281,-0.110807208,0.066748775,-0.013983592,-0.000372537,0.014934167,-0.006993705,0.002145101,-0.015738657,0.004148877,-0.118644389,-0.004780771,-0.000155899,-0.021637434,-0.000106267,0.013248106,1
GSM1607826,0.001792419,0.010037257,0.024866974,0.007634379,-0.004460105,0.02605903,0.033089577,-0.00235739,-0.037457281,-0.005040812,0.018617759,0.002028042,-0.003742363,0.011128291,0.000543092,0.006202356,-0.003762892,-0.00322734,-0.003326359,-0.009057926,0.001189381,-0.029071159,-0.033088091,-0.000162299,0.012403735,-0.094819795,0.07203781,-0.014228191,-0.000371755,0.014787205,-0.007134085,0.001865967,-0.016732587,0.004684972,-0.123625816,-0.004934975,-0.000157738,-0.017784066,-0.000100989,0.013469749,1
GSM1607827,0.001830033,0.010137831,0.024768696,0.008743778,-0.003982076,0.026661715,0.031956667,-0.002073711,-0.038203111,-0.004952247,0.017417773,0.001883149,-0.003618178,0.010571701,0.000567679,0.006810698,-0.00349124,-0.002664442,-0.003440647,-0.009157436,0.001265213,-0.029607672,-0.031905138,-0.00017288,0.012968994,-0.092757393,0.074267861,-0.013382525,-0.000350822,0.015961839,-0.006686237,0.001886371,-0.015267628,0.005474889,-0.124795607,-0.004814984,-0.000154017,-0.017958692,-0.000112728,0.013576182,1
GSM1607828,0.002095469,0.010492703,0.023844954,0.007201834,-0.003743575,0.030724773,0.030288669,-0.002554506,-0.039249035,-0.004964942,0.018440572,0.002065273,-0.003751709,0.011380389,0.00062208,0.006302962,-0.003538392,-0.003144916,-0.003360501,-0.009606158,0.001151122,-0.028914197,-0.030602746,-0.000158085,0.013207763,-0.102045823,0.067836677,-0.014286538,-0.000383343,0.015460095,-0.007282531,0.002041492,-0.016096776,0.003557291,-0.123289072,-0.00481594,-0.000153319,-0.021250728,-0.000105032,0.014442545,1
GSM1607830,0.002365933,0.009993505,0.026118096,0.007857823,-0.003853617,0.026102928,0.024898633,-0.002476745,-0.040006836,-0.005954645,0.016911862,0.002052016,-0.003662762,0.012445871,0.000579566,0.007236855,-0.003280592,-0.00242289,-0.003433164,-0.009699408,0.001205613,-0.028896577,-0.031525135,-0.000177249,0.012583523,-0.087706857,0.071673436,-0.015236075,-0.000366593,0.015194719,-0.007426473,0.002287555,-0.016711522,0.00442598,-0.126309187,-0.004857022,-0.000154034,-0.018646398,-0.000116877,0.013244197,1
GSM1607831,0.002221774,0.010304387,0.024822926,0.007502808,-0.003806627,0.026744219,0.028303747,-0.002557068,-0.035132785,-0.005391827,0.017472088,0.002014987,-0.003768669,0.011941954,0.000508777,0.007079433,-0.003207644,-0.002789753,-0.00334393,-0.009502426,0.001163504,-0.02899354,-0.030469491,-0.000156252,0.012973464,-0.098329424,0.071173612,-0.013854832,-0.000379498,0.0150794,-0.007081265,0.001743207,-0.016076028,0.003476571,-0.126635126,-0.004691313,-0.000150235,-0.017635742,-0.000107122,0.012950031,1
GSM1607833,0.001978535,0.010201298,0.024530502,0.007480846,-0.003852945,0.028274077,0.029900803,-0.002302277,-0.038501339,-0.005876644,0.018294893,0.002061929,-0.003893982,0.010950199,0.000747138,0.00605068,-0.003848532,-0.003395126,-0.003316291,-0.009760195,0.001188782,-0.028946585,-0.031572335,-0.000169346,0.01297061,-0.114886109,0.067649801,-0.014364828,-0.000382214,0.015613609,-0.007335245,0.002164525,-0.015707481,0.003867306,-0.124142288,-0.004790244,-0.000157303,-0.021830404,-0.000109202,0.013512066,1
GSM1607834,0.001936497,0.010061889,0.026976083,0.007523132,-0.003963445,0.026024511,0.039925476,-0.002121268,-0.036713531,-0.005120823,0.016892744,0.001863809,-0.003631567,0.010368778,0.00048918,0.006922683,-0.003479529,-0.002481255,-0.003304439,-0.009297929,0.001182447,-0.029297274,-0.03125565,-0.000155025,0.012550106,-0.097438696,0.069669121,-0.014766333,-0.00037787,0.014386963,-0.006714664,0.001643658,-0.015588375,0.003666323,-0.120845797,-0.004827872,-0.000152555,-0.015974581,-0.000104031,0.013583703,1
GSM1607835,0.001244802,0.010514996,0.025348292,0.007341475,-0.003989029,0.030818396,0.027835225,-0.002504259,-0.037563757,-0.005332629,0.018424781,0.002030035,-0.003703213,0.011223683,0.000744344,0.006023141,-0.003572671,-0.003407416,-0.003352227,-0.009947014,0.00121174,-0.028974267,-0.033925379,-0.000168931,0.013649196,-0.107534369,0.072909993,-0.01364509,-0.00035953,0.016279059,-0.007257248,0.002542376,-0.01602574,0.00436312,-0.118854387,-0.004833371,-0.000159912,-0.021842464,-0.000112799,0.014218132,1
GSM1607836,0.002029038,0.010262114,0.025342655,0.008374254,-0.003790813,0.027345864,0.026480751,-0.00246761,-0.039767949,-0.005283764,0.018690405,0.002105338,-0.003560366,0.011815428,0.000641651,0.006270985,-0.003682589,-0.002919376,-0.003500558,-0.009372537,0.001144559,-0.028770578,-0.033480179,-0.000167669,0.012999099,-0.105751553,0.069829194,-0.015122197,-0.000387322,0.016810882,-0.006974952,0.001904363,-0.016317783,0.004274441,-0.119502048,-0.00477103,-0.000153983,-0.020142425,-0.000114488,0.014291116,1
GSM1607837,0.001575859,0.009706026,0.025999245,0.008357322,-0.004181027,0.026318599,0.029407005,-0.002152165,-0.039400214,-0.004848551,0.016543613,0.00197418,-0.003605124,0.010655402,0.000659459,0.006330995,-0.004144784,-0.002983251,-0.003268747,-0.009883359,0.001155329,-0.02889003,-0.030195513,-0.000178152,0.01311409,-0.075973078,0.068700888,-0.014689972,-0.000365398,0.014866958,-0.006418459,0.002164652,-0.015942223,0.005069858,-0.132001508,-0.00483853,-0.000147498,-0.022605649,-0.000109585,0.013329895,1
GSM1607838,0.001872036,0.009837147,0.026298115,0.008372591,-0.003912043,0.029379369,0.03127835,-0.002175351,-0.041555034,-0.004906155,0.017714511,0.001958398,-0.003713682,0.011442536,0.000620365,0.006479431,-0.003506967,-0.003078323,-0.00330089,-0.009701944,0.001157267,-0.029304706,-0.031725874,-0.000166654,0.012579524,-0.094354756,0.0672836,-0.013908395,-0.000363493,0.014975783,-0.007147712,0.002136158,-0.01617051,0.00483927,-0.120534066,-0.004845277,-0.000153423,-0.019814916,-0.000104374,0.01349807,1
GSM1607839,0.002225043,0.010089471,0.027563449,0.007557408,-0.004103741,0.029034087,0.028658908,-0.002179961,-0.0460693,-0.005440773,0.019052358,0.002062267,-0.003767555,0.011264857,0.000595566,0.007277048,-0.003432006,-0.002590368,-0.003427014,-0.009308472,0.001207553,-0.030000302,-0.031526824,-0.000179349,0.01290777,-0.083133745,0.06895203,-0.014313097,-0.000377117,0.014701735,-0.007012228,0.001881469,-0.016374942,0.004188714,-0.128844181,-0.005002372,-0.000150771,-0.018256241,-0.000103225,0.013958637,1
