,ALDH3A1,APRT,ARL4D,CALML5,CAMK2N1,CCL19,CDKN2A,CHGB,F2RL1,F3,FTH1,FXYD5,GAPDH,HSP90AA1,HSP90AB1,IL1A,KIAA1522,KLF3,LYPLA2,MME,NQO1,PGK1,PLA2G4A,POLR2L,PSMB3,PSMB7,RAN,RBP1,RNASE7,RPS21,SERPINE1,SOD1,SPINK6,TMBIM6,TNFRSF1A,TOMM22,TPI1,TRMT112,USP14,class
GSM1607731,0.002759253,-0.012616681,-0.038372587,0.004116522,-0.023130538,0.003221071,0.051850562,-0.002930751,0.005453809,-0.003854008,-0.036768989,-0.005688261,-0.003413721,-2.87E-05,0.002440605,-0.004436445,0.014610341,0.000992473,-0.016554503,-0.00262079,-0.003817723,-0.006572099,0.055139522,0.003801744,-0.013057857,-0.021287596,0.000282542,-0.007233426,-0.126923872,-0.004500065,0.001360906,-0.025651324,0.032386939,-0.009002922,0.001354188,0.009953437,0.006090098,0.008837161,-0.003031693,1
GSM1607732,0.002367016,-0.012516473,-0.039546129,0.004350331,-0.03193256,0.003255424,0.046858567,-0.002862181,0.006292014,-0.003893237,-0.038176631,-0.005585365,-0.003572419,-2.99E-05,0.002425799,-0.00460845,0.014741523,0.000981408,-0.016636592,-0.002892224,-0.003264753,-0.006473782,0.045098646,0.003796588,-0.013366511,-0.023317855,0.000289652,-0.007217096,-0.127306684,-0.004279114,0.00176395,-0.024807069,0.038252829,-0.009445912,0.001393633,0.010259391,0.005725054,0.00905569,-0.003208116,1
GSM1607733,0.002547053,-0.012955861,-0.037419295,0.003357059,-0.02557689,0.004739932,0.048350703,-0.002990116,0.004782477,-0.003921928,-0.039594248,-0.005417584,-0.003502656,-2.77E-05,0.002526088,-0.004146875,0.013954721,0.000969809,-0.016615673,-0.002747287,-0.003013068,-0.006114608,0.048964405,0.003596442,-0.013855747,-0.022029211,0.000269172,-0.00583928,-0.124102609,-0.00454681,0.001399209,-0.025611393,0.043142403,-0.009351141,0.001316945,0.010364841,0.005753942,0.009212672,-0.002980814,1
GSM1607735,0.002587266,-0.012232718,-0.036091459,0.003720003,-0.031597173,0.003294897,0.046410496,-0.003220434,0.005456286,-0.003368317,-0.037138603,-0.005143097,-0.003416714,-2.78E-05,0.002488573,-0.003758392,0.014908529,0.000966553,-0.016289447,-0.002614469,-0.003007625,-0.006192191,0.044059684,0.003499962,-0.013088239,-0.020029835,0.000278605,-0.005841128,-0.096649996,-0.004160469,0.001512664,-0.023566294,0.032169808,-0.009534596,0.001390685,0.009908135,0.006033599,0.009739124,-0.003008858,1
GSM1607736,0.002908051,-0.011319687,-0.038318746,0.00407317,-0.026045809,0.004870185,0.051618373,-0.002948895,0.005581045,-0.003558461,-0.038850115,-0.005156377,-0.003459873,-2.76E-05,0.0025226,-0.004787921,0.014743577,0.000969181,-0.015814194,-0.002586689,-0.003139032,-0.006617648,0.045891648,0.003445755,-0.013372489,-0.022241477,0.000288573,-0.006884471,-0.115734305,-0.004040042,0.00136092,-0.025442705,0.032146007,-0.009195121,0.001338047,0.009580654,0.00586339,0.009199971,-0.00293715,1
GSM1607737,0.002400625,-0.011639393,-0.036254094,0.003451053,-0.029082068,0.00367018,0.048155833,-0.002992409,0.005249108,-0.003495683,-0.040864339,-0.005299502,-0.003328748,-2.78E-05,0.002708224,-0.004180682,0.014531426,0.001000111,-0.016276764,-0.002747798,-0.002841041,-0.006341762,0.046623341,0.003605421,-0.013272296,-0.021461362,0.00029362,-0.006522982,-0.125404821,-0.004607857,0.001375642,-0.0249871,0.035497311,-0.009048867,0.00130241,0.010147493,0.005761494,0.008976829,-0.003025039,1
GSM1607738,0.002747124,-0.012149127,-0.036953102,0.003136616,-0.026979451,0.004866405,0.052223156,-0.003006009,0.005041771,-0.004453451,-0.039456925,-0.006192404,-0.003398413,-2.77E-05,0.002602455,-0.004569667,0.013667869,0.000974136,-0.016427676,-0.003029684,-0.002885626,-0.006423345,0.045076445,0.003652718,-0.013495854,-0.021372965,0.000267958,-0.005797506,-0.112439376,-0.004495619,0.00148377,-0.024286403,0.039434141,-0.009298051,0.001320813,0.010218688,0.005761775,0.008659341,-0.002742835,1
GSM1607739,0.002558958,-0.011816976,-0.035332528,0.003381344,-0.027016181,0.004712358,0.059968332,-0.003051578,0.005177379,-0.003405804,-0.041217778,-0.005624444,-0.003487317,-2.77E-05,0.00262982,-0.005020635,0.014150329,0.000983212,-0.016001745,-0.002667976,-0.003154661,-0.006662865,0.046584621,0.003612403,-0.014760015,-0.021178021,0.000280687,-0.00710302,-0.116449755,-0.004291734,0.001670183,-0.023969282,0.033010997,-0.009400839,0.001371362,0.009862367,0.006190683,0.008845411,-0.002999931,1
GSM1607740,0.002204711,-0.012465869,-0.037551791,0.003176079,-0.027969971,0.003555701,0.046920557,-0.00325517,0.005253135,-0.00438308,-0.041047062,-0.005875305,-0.003405251,-2.87E-05,0.00248061,-0.004902636,0.012900179,0.000988481,-0.016318722,-0.003149789,-0.003205897,-0.006674243,0.047229612,0.003739599,-0.013730691,-0.02298899,0.000288275,-0.006665837,-0.118408416,-0.004608622,0.001625051,-0.025062713,0.047303125,-0.00879931,0.0013769,0.010581349,0.00577577,0.009009501,-0.002880175,1
GSM1607743,0.00265503,-0.012392162,-0.036217615,0.003395629,-0.028350318,0.003766019,0.046091139,-0.003104905,0.005168063,-0.004371624,-0.039947169,-0.005532903,-0.003513344,-2.90E-05,0.002620507,-0.004735972,0.015629827,0.000963925,-0.01638158,-0.00269716,-0.002491706,-0.006119392,0.047619896,0.00349358,-0.013772999,-0.02090483,0.000278897,-0.006965353,-0.10361413,-0.004368163,0.001409464,-0.025076631,0.035393289,-0.009358383,0.001424303,0.010446366,0.005633478,0.009960354,-0.002913694,1
GSM1607744,0.002361429,-0.012074355,-0.037010831,0.002960299,-0.029414474,0.004036456,0.045373298,-0.002945003,0.005499229,-0.003664948,-0.036419809,-0.00530658,-0.003410576,-2.86E-05,0.002506439,-0.004346816,0.014316159,0.000969572,-0.016505093,-0.00265133,-0.003143138,-0.00648673,0.045814844,0.003380304,-0.01388836,-0.022019175,0.000275941,-0.005430482,-0.137759549,-0.003992594,0.001371674,-0.023696881,0.047855308,-0.009297111,0.001354708,0.009975538,0.005548435,0.009021553,-0.003102109,1
GSM1607745,0.001969925,-0.01271736,-0.036181944,0.004139988,-0.024690838,0.004003872,0.045169129,-0.002895269,0.005313924,-0.003789083,-0.038580364,-0.005408907,-0.003398704,-2.75E-05,0.002444032,-0.005248855,0.015078695,0.000995184,-0.016807409,-0.002935492,-0.002878526,-0.006221431,0.048154953,0.003612126,-0.013563261,-0.021203137,0.000280161,-0.007374999,-0.125245965,-0.004518065,0.001328142,-0.023702595,0.035795008,-0.009392823,0.001323819,0.010836969,0.005935144,0.008972379,-0.003079664,1
GSM1607746,0.00291332,-0.012689052,-0.036217311,0.002930623,-0.031264789,0.003814402,0.0617836,-0.002910803,0.005182626,-0.003549995,-0.039234956,-0.00504913,-0.003623918,-2.85E-05,0.002616331,-0.004352051,0.015045972,0.000963388,-0.016693626,-0.00338716,-0.003528103,-0.006717607,0.04680102,0.003649079,-0.013772292,-0.022501132,0.000281645,-0.005556659,-0.103684584,-0.004699559,0.001615804,-0.024756587,0.034274293,-0.009417353,0.001299017,0.010263674,0.005943535,0.008760551,-0.003028613,1
GSM1607747,0.002410261,-0.012554424,-0.039410983,0.004290123,-0.028042982,0.003258977,0.047798939,-0.002939971,0.006196168,-0.004127232,-0.036659972,-0.005526491,-0.003370997,-2.83E-05,0.002447599,-0.004814404,0.014373136,0.000981147,-0.016428467,-0.002617831,-0.003207812,-0.006493322,0.053387593,0.003837134,-0.012618439,-0.021726053,0.00029719,-0.00702145,-0.119242797,-0.004375665,0.001595327,-0.024312806,0.034861145,-0.008978584,0.00137851,0.009823932,0.006021746,0.009103228,-0.002936433,1
GSM1607748,0.002938418,-0.013360009,-0.03484444,0.003412685,-0.023089757,0.005206622,0.046771292,-0.003004446,0.005228329,-0.003318156,-0.039611953,-0.005255709,-0.003539153,-2.75E-05,0.002604946,-0.003675694,0.013943805,0.000956303,-0.015538736,-0.002635938,-0.003428886,-0.006553154,0.046124459,0.003457623,-0.013624959,-0.020293296,0.000285693,-0.005485912,-0.092735682,-0.004326895,0.001441688,-0.02495506,0.031522926,-0.009434002,0.00133779,0.01010676,0.006271681,0.008825904,-0.002933425,1
GSM1607749,0.002085002,-0.011508936,-0.036906228,0.003254562,-0.028681494,0.00409726,0.046515039,-0.003058933,0.005362382,-0.004659731,-0.043522975,-0.005755045,-0.003385946,-2.71E-05,0.002668885,-0.005329768,0.013863969,0.001002303,-0.016244668,-0.002905991,-0.003045825,-0.006597245,0.043733716,0.003609986,-0.013169614,-0.022406959,0.000266757,-0.006524329,-0.100866576,-0.004345084,0.001827334,-0.023944747,0.032105824,-0.009204642,0.001410322,0.009866022,0.005909551,0.008907519,-0.002944944,1
GSM1607750,0.002399224,-0.01208663,-0.035753999,0.002760938,-0.024782381,0.003325835,0.046035159,-0.002804519,0.00485775,-0.003482971,-0.036502715,-0.005519485,-0.00337305,-2.88E-05,0.002633265,-0.004596278,0.014443171,0.000997835,-0.015562374,-0.002586801,-0.003094329,-0.006568697,0.046980026,0.003792735,-0.013679454,-0.022172583,0.000283473,-0.006520548,-0.08877719,-0.004145558,0.001819376,-0.025888158,0.036878168,-0.009563296,0.001305434,0.010822969,0.005868182,0.008561786,-0.003225222,1
GSM1607751,0.002401745,-0.011591205,-0.037201345,0.003635704,-0.027159893,0.003204259,0.056950744,-0.003127793,0.005631255,-0.003904833,-0.041236172,-0.005535697,-0.003304685,-2.72E-05,0.002404472,-0.004357004,0.014080325,0.000974817,-0.015659273,-0.00269123,-0.003040809,-0.006480586,0.044699011,0.003730875,-0.013380648,-0.022548812,0.000292775,-0.006248582,-0.125480074,-0.004246276,0.001480651,-0.026009792,0.039494303,-0.009299744,0.00138696,0.009991512,0.005951096,0.008812326,-0.002940203,1
GSM1607752,0.002489393,-0.012681652,-0.039473085,0.004248649,-0.025463104,0.004136466,0.047381468,-0.002869977,0.004799213,-0.003433813,-0.039793758,-0.00560286,-0.003511123,-2.78E-05,0.002564719,-0.004911919,0.013898079,0.000981879,-0.015995071,-0.002885806,-0.003443227,-0.006030595,0.044811797,0.00355355,-0.014211392,-0.02254237,0.000265664,-0.007068022,-0.129811068,-0.004586537,0.001362759,-0.02525975,0.031935138,-0.008900425,0.001355822,0.010395593,0.005977026,0.009339093,-0.002790076,1
GSM1607753,0.0017211,-0.011971169,-0.036147037,0.003589159,-0.031418301,0.003535145,0.053829221,-0.003754537,0.005644702,-0.004320974,-0.047503498,-0.006087989,-0.003274904,-2.77E-05,0.002391747,-0.005491274,0.013322134,0.000989223,-0.016058265,-0.003622346,-0.003091826,-0.006469364,0.044587068,0.00354601,-0.012974408,-0.021401431,0.000276911,-0.007108311,-0.131291462,-0.004355145,0.001901576,-0.024261685,0.035267424,-0.008996479,0.001332893,0.009595311,0.005616094,0.008701079,-0.002902918,1
GSM1607754,0.002929843,-0.012604872,-0.037033063,0.003761389,-0.023145708,0.003876366,0.04636152,-0.002791745,0.005341069,-0.00324435,-0.036535298,-0.005035874,-0.003423988,-2.71E-05,0.002619999,-0.004283151,0.014867716,0.000965484,-0.015991479,-0.002678477,-0.003188209,-0.006409908,0.049621465,0.003725557,-0.014150818,-0.021159114,0.000292118,-0.005920366,-0.103946181,-0.004364978,0.001349455,-0.025961746,0.032366036,-0.009181434,0.001402737,0.010194099,0.005838954,0.009137609,-0.003003113,1
GSM1607755,0.001867826,-0.011709837,-0.035163366,0.004044711,-0.029607945,0.00326336,0.045919738,-0.003318794,0.006236619,-0.003234355,-0.042961282,-0.004759599,-0.003495817,-2.93E-05,0.002642431,-0.003696481,0.01495919,0.000994156,-0.016350977,-0.00266672,-0.002441054,-0.006454363,0.050292577,0.00387384,-0.013547114,-0.022417562,0.00028568,-0.004962764,-0.092266483,-0.00444241,0.001548956,-0.024519502,0.031759898,-0.009533322,0.00132362,0.011099961,0.005917508,0.009450958,-0.003077411,1
GSM1607756,0.002806941,-0.012012565,-0.036089267,0.003240608,-0.029962766,0.004334587,0.056319172,-0.002836126,0.005270866,-0.003715354,-0.041882414,-0.005636989,-0.003455774,-2.78E-05,0.002379933,-0.005087371,0.01364599,0.000975434,-0.015487322,-0.003068346,-0.003259413,-0.006446273,0.048293965,0.003455102,-0.013219288,-0.020806384,0.000270953,-0.006318312,-0.113966311,-0.004341572,0.001729939,-0.025630733,0.038543956,-0.009000419,0.001384025,0.009876547,0.005723746,0.008845904,-0.003008574,1
GSM1607757,0.00227954,-0.011773973,-0.03872781,0.003587257,-0.027533986,0.003317452,0.046255406,-0.003065587,0.005555966,-0.004556182,-0.040214124,-0.005511113,-0.003359149,-2.71E-05,0.00252163,-0.005111671,0.013896817,0.000976351,-0.016281057,-0.002971261,-0.00291963,-0.006316554,0.046109267,0.003765977,-0.013289965,-0.022447559,0.000278858,-0.006679803,-0.121382764,-0.004452321,0.001566073,-0.024864294,0.048843166,-0.009000832,0.001422971,0.010110166,0.005680805,0.008850999,-0.002970899,1
GSM1607758,0.002887175,-0.012534851,-0.035955977,0.003204519,-0.026468708,0.005065312,0.04631405,-0.003064546,0.00494487,-0.003505431,-0.038780581,-0.005807088,-0.003307224,-2.73E-05,0.002455185,-0.004030055,0.013355187,0.00096436,-0.015409381,-0.002621087,-0.003354709,-0.006364802,0.04541375,0.003536619,-0.013276673,-0.020816725,0.000278702,-0.005234924,-0.115985849,-0.00437928,0.001278838,-0.025009733,0.031208985,-0.009177561,0.001237046,0.010118592,0.005552916,0.008951197,-0.002900581,1
GSM1607759,0.002588881,-0.012113936,-0.039734219,0.004038493,-0.029619838,0.004027768,0.046542952,-0.002850139,0.005025087,-0.003892817,-0.039440161,-0.005665438,-0.003466404,-2.83E-05,0.002531519,-0.004853895,0.014358363,0.000977273,-0.016299357,-0.002788283,-0.003172965,-0.006560446,0.044196581,0.003653797,-0.013678757,-0.022610792,0.000288442,-0.006981331,-0.120554044,-0.004397589,0.001867412,-0.023701625,0.04164542,-0.009311008,0.001360412,0.010496349,0.005745986,0.009100836,-0.003257074,1
GSM1607760,0.003091821,-0.0116596,-0.037678049,0.002530741,-0.025299275,0.003286755,0.062540067,-0.002886012,0.004596738,-0.003936902,-0.040307531,-0.00593474,-0.003498612,-2.91E-05,0.002559912,-0.003982608,0.015524227,0.000998482,-0.016565607,-0.002644617,-0.003401486,-0.006760784,0.053332613,0.003476126,-0.013595739,-0.022891335,0.000285983,-0.007367688,-0.094057456,-0.004163964,0.001419094,-0.025847596,0.031644097,-0.009036515,0.00131553,0.010105636,0.00612797,0.008815702,-0.003008714,1
GSM1607761,0.002126919,-0.0118442,-0.036137843,0.002965253,-0.02684813,0.003427011,0.046403375,-0.003078677,0.004857151,-0.003400726,-0.039881362,-0.005180753,-0.00332753,-2.82E-05,0.002580136,-0.003612164,0.013583012,0.000988085,-0.015673881,-0.002865023,-0.002705251,-0.00621108,0.047028618,0.003429995,-0.01300951,-0.020870677,0.000295288,-0.006974385,-0.089096009,-0.004002552,0.001377633,-0.024815515,0.031840951,-0.009590308,0.001281474,0.009997427,0.005722659,0.008811692,-0.002953677,1
GSM1607762,0.002688407,-0.012506736,-0.036971281,0.003409397,-0.029174158,0.005056769,0.046943412,-0.002799726,0.005382495,-0.004051303,-0.038464113,-0.005750158,-0.00343444,-2.80E-05,0.002546508,-0.004732313,0.014492933,0.000967592,-0.016068977,-0.002774359,-0.00295813,-0.006362621,0.045146033,0.003584868,-0.01334042,-0.02230169,0.000278944,-0.006827552,-0.126815262,-0.004066262,0.001654844,-0.024581316,0.036905713,-0.009322038,0.001346697,0.010251207,0.005915307,0.009284235,-0.003091986,1
GSM1607763,0.002416108,-0.011817694,-0.037178903,0.003128713,-0.025228687,0.003317684,0.060163069,-0.003252707,0.005605933,-0.004030152,-0.038466478,-0.005375312,-0.003692487,-2.93E-05,0.00263926,-0.004283237,0.014189023,0.000996045,-0.016113727,-0.00279814,-0.003128009,-0.007003596,0.043495008,0.003552791,-0.014172445,-0.023015654,0.000290039,-0.006622932,-0.10999457,-0.004285302,0.001681295,-0.024085035,0.038396273,-0.009382926,0.001342194,0.010129274,0.00633373,0.009078541,-0.003200097,1
GSM1607764,0.00213553,-0.013381381,-0.036880311,0.004160757,-0.025405848,0.003367991,0.045892982,-0.003360999,0.005122449,-0.003523601,-0.038688163,-0.005739351,-0.003770407,-2.84E-05,0.002663262,-0.004526502,0.015073066,0.000952437,-0.017045852,-0.003000464,-0.003077448,-0.006471735,0.044040116,0.003586791,-0.014277677,-0.022205302,0.000252823,-0.00644546,-0.112789251,-0.004856526,0.001545025,-0.024160696,0.037536847,-0.009590359,0.00139587,0.010381661,0.006229032,0.009000402,-0.002786846,1
GSM1607765,0.002771676,-0.012797726,-0.035191938,0.004204011,-0.025050057,0.00396665,0.058760505,-0.002900833,0.004213347,-0.003453517,-0.038958065,-0.005210096,-0.003463089,-2.72E-05,0.002358484,-0.004053257,0.01524995,0.000959508,-0.016288541,-0.002524598,-0.003298775,-0.006350532,0.045957571,0.0039404,-0.013811566,-0.022236038,0.000273663,-0.00535946,-0.101701314,-0.004023719,0.001236479,-0.024977332,0.031858949,-0.009352489,0.001312046,0.010306814,0.005858197,0.009254726,-0.002912327,1
GSM1607768,0.002839012,-0.012943141,-0.038698183,0.003933573,-0.026963513,0.004246829,0.045482211,-0.003416803,0.004655092,-0.003325277,-0.038599634,-0.005850579,-0.003624892,-2.73E-05,0.002390539,-0.004330282,0.014364156,0.000987674,-0.01653242,-0.002513045,-0.003225681,-0.006189844,0.045454186,0.003837181,-0.014009797,-0.02156866,0.000270616,-0.007439379,-0.117683648,-0.004489814,0.001308112,-0.02509834,0.032177783,-0.009443375,0.001383528,0.010616656,0.005597708,0.008404808,-0.002818951,1
GSM1607769,0.002353533,-0.01164315,-0.036805757,0.002838749,-0.026243321,0.003317453,0.046245953,-0.002933944,0.005654858,-0.003938418,-0.036894848,-0.00556603,-0.003410134,-2.78E-05,0.002553612,-0.005066776,0.013815177,0.000943587,-0.015799303,-0.002941276,-0.003075466,-0.006442114,0.048169953,0.003714446,-0.013788516,-0.022139186,0.000273226,-0.006098425,-0.123709805,-0.004438262,0.001731191,-0.023992845,0.041055052,-0.009044126,0.001324128,0.010607453,0.005784725,0.009203777,-0.002994651,1
GSM1607770,0.002423913,-0.012469306,-0.038170596,0.003800425,-0.028091544,0.003696382,0.054697084,-0.002927985,0.005080107,-0.003905595,-0.040171364,-0.006117605,-0.003425876,-2.78E-05,0.002600936,-0.005024554,0.014274726,0.000994366,-0.016345981,-0.002958828,-0.003019036,-0.006593515,0.044688922,0.003596628,-0.013482981,-0.020378233,0.000273966,-0.007020893,-0.130656064,-0.004219529,0.001719675,-0.023511313,0.032624026,-0.009240068,0.001289479,0.010080686,0.005636617,0.009031328,-0.00283819,1
GSM1607771,0.002596333,-0.012651848,-0.037100172,0.004106352,-0.024655523,0.004878461,0.064456746,-0.002946607,0.004623635,-0.003608901,-0.039063405,-0.005471539,-0.003408529,-2.75E-05,0.002456685,-0.003356939,0.014316254,0.000982744,-0.015767828,-0.002743783,-0.002978082,-0.006382765,0.050361967,0.003437478,-0.01406262,-0.022403496,0.000292936,-0.0057428,-0.090202286,-0.004472433,0.001273126,-0.025116908,0.032495963,-0.0092265,0.001289334,0.010345174,0.00569315,0.009114145,-0.003034987,1
GSM1607772,0.002689134,-0.011553282,-0.034776506,0.004120167,-0.025649534,0.004239894,0.062464546,-0.002898674,0.004578957,-0.003369669,-0.041733692,-0.005433246,-0.003448747,-2.76E-05,0.002515755,-0.004259663,0.015755183,0.000992692,-0.016155274,-0.00258062,-0.002511107,-0.00627786,0.043898061,0.003687151,-0.013975245,-0.022685382,0.000258969,-0.005396977,-0.089410601,-0.004076384,0.001418959,-0.024586664,0.031858389,-0.009370216,0.001297393,0.010484576,0.005648122,0.008856665,-0.002785438,1
GSM1607773,0.00213407,-0.012192309,-0.038297844,0.003497817,-0.031086657,0.003424747,0.045307922,-0.002912677,0.005373835,-0.004640945,-0.036859466,-0.00583807,-0.003678448,-2.83E-05,0.002541419,-0.004585967,0.014030814,0.000978672,-0.017366039,-0.002812461,-0.002833492,-0.006716576,0.044109322,0.003590445,-0.013320218,-0.022296699,0.000271073,-0.007376151,-0.135708259,-0.004278616,0.001644919,-0.024199911,0.039211427,-0.009424284,0.001412455,0.009959189,0.006220553,0.008919672,-0.002988311,1
GSM1607776,0.001651777,-0.012553381,-0.038184043,0.003035938,-0.03326202,0.00308605,0.044625498,-0.003496316,0.005398155,-0.003385116,-0.044041646,-0.006268807,-0.003310315,-2.97E-05,0.00236082,-0.003450098,0.013435235,0.00100635,-0.01606996,-0.003387943,-0.002620222,-0.006402326,0.04411391,0.003576618,-0.013645167,-0.022383347,0.00026404,-0.006669206,-0.122321943,-0.004222019,0.001765953,-0.025353133,0.044705466,-0.009105966,0.001315734,0.010540176,0.005253354,0.008492722,-0.003061152,1
GSM1607777,0.002206265,-0.011894988,-0.038424852,0.00258664,-0.028655683,0.002997697,0.044568222,-0.0028999,0.00556935,-0.003507928,-0.038398808,-0.005989914,-0.003596581,-2.79E-05,0.002543717,-0.005125754,0.013803791,0.000965054,-0.016600787,-0.00275528,-0.003391369,-0.006107719,0.051691912,0.003519173,-0.013989699,-0.021985905,0.000278288,-0.00561758,-0.096312194,-0.004273663,0.001773166,-0.026030775,0.042833789,-0.009560202,0.001378064,0.010163695,0.005931183,0.009051149,-0.003180194,1
GSM1607778,0.002558228,-0.012349093,-0.03554634,0.003667155,-0.023849507,0.004211615,0.052538671,-0.002893018,0.004909625,-0.003196193,-0.038465316,-0.00545285,-0.003494181,-2.72E-05,0.00256111,-0.0054001,0.015204006,0.000963226,-0.017062277,-0.002786762,-0.003165743,-0.006452685,0.05652324,0.003461759,-0.013770066,-0.023562611,0.000275081,-0.006019339,-0.135053976,-0.004430403,0.001292973,-0.026395921,0.032613551,-0.009182115,0.001276949,0.009934231,0.005867304,0.009653253,-0.002774859,1
GSM1607780,0.002792589,-0.012945305,-0.03779208,0.003442875,-0.026715446,0.003515108,0.045174532,-0.003397173,0.005181356,-0.003773954,-0.040097523,-0.005029774,-0.00357157,-2.81E-05,0.002511008,-0.003964969,0.012920828,0.000950331,-0.015555678,-0.002789322,-0.003286966,-0.006520481,0.048501059,0.003665889,-0.013886406,-0.02293075,0.00028432,-0.007960727,-0.125503057,-0.004895043,0.001258217,-0.025406972,0.033507118,-0.008887269,0.001242961,0.010526526,0.006124454,0.009433722,-0.0029414,1
GSM1607781,0.002863428,-0.011889679,-0.036224204,0.003953245,-0.025345416,0.004045917,0.045894992,-0.003090541,0.005524694,-0.004423169,-0.043545701,-0.004978609,-0.003699655,-2.72E-05,0.002621935,-0.004697941,0.014138734,0.000969827,-0.016273596,-0.002808493,-0.002882892,-0.006445824,0.046805912,0.003518142,-0.014216225,-0.021042494,0.000277746,-0.006495489,-0.123347852,-0.004513375,0.001486825,-0.024964749,0.032895158,-0.009148306,0.001394524,0.010818512,0.006123276,0.009155825,-0.003181715,1
GSM1607782,0.002188728,-0.012218187,-0.036077471,0.003238464,-0.029521149,0.004610183,0.058856021,-0.00287039,0.005873654,-0.00377435,-0.038923648,-0.005742755,-0.003511123,-2.86E-05,0.002633282,-0.004290229,0.014263146,0.000985247,-0.016586137,-0.002720046,-0.002940162,-0.006536279,0.045186117,0.003516217,-0.013289942,-0.02177085,0.000296113,-0.006533611,-0.115012349,-0.004323522,0.00172326,-0.023713488,0.03499831,-0.009100108,0.001387669,0.009694448,0.005929207,0.009047901,-0.003002765,1
GSM1607783,0.002650341,-0.011523949,-0.036729154,0.003919817,-0.027370489,0.004592306,0.062420047,-0.002895963,0.004940384,-0.004279039,-0.044497547,-0.005140503,-0.003410391,-2.78E-05,0.002498401,-0.004471301,0.014511334,0.000969584,-0.016778467,-0.002843944,-0.00285078,-0.006289347,0.049120598,0.00352548,-0.013375034,-0.021902517,0.000279158,-0.006844389,-0.098914257,-0.004341072,0.001490472,-0.024523869,0.032163402,-0.009481199,0.001362003,0.009783309,0.005734277,0.009098072,-0.002945242,1
GSM1607784,0.003169994,-0.011670766,-0.036771588,0.003947958,-0.025593756,0.003682105,0.051609778,-0.002883011,0.005332102,-0.003830588,-0.038777665,-0.005535945,-0.003543283,-2.78E-05,0.002529881,-0.00420094,0.014098135,0.000980675,-0.016251822,-0.002789822,-0.003548024,-0.00659436,0.048507871,0.003468319,-0.013214677,-0.021423636,0.00026932,-0.006054447,-0.092921451,-0.004235571,0.00165523,-0.023974068,0.032314414,-0.009099827,0.001341672,0.010368513,0.005975293,0.009011181,-0.002976885,1
GSM1607785,0.002163138,-0.012210837,-0.038151992,0.003045254,-0.02887248,0.003837312,0.057766309,-0.003874724,0.005824845,-0.003821004,-0.038923821,-0.005502583,-0.003449423,-2.83E-05,0.00262726,-0.004620017,0.01464339,0.000974398,-0.017400705,-0.002645381,-0.003117977,-0.00651536,0.047212194,0.003649507,-0.013559461,-0.023055635,0.000284133,-0.007148454,-0.12269645,-0.004332584,0.001800324,-0.024489636,0.042503795,-0.009360359,0.001432946,0.009831192,0.006088565,0.008939965,-0.002943235,1
GSM1607786,0.002584645,-0.012189258,-0.039898223,0.002956597,-0.023740725,0.003385994,0.045674822,-0.002893018,0.005451974,-0.004105968,-0.036598662,-0.005159655,-0.003631952,-2.91E-05,0.00252973,-0.005068209,0.014574077,0.000969288,-0.016182066,-0.003154,-0.003088131,-0.006799569,0.048124096,0.003551797,-0.013077543,-0.020729576,0.000290613,-0.006130554,-0.113668989,-0.004520713,0.001514067,-0.024402062,0.032394147,-0.009236454,0.001424347,0.009951798,0.006273177,0.008621341,-0.002921696,1
GSM1607787,0.003043332,-0.012756916,-0.035551693,0.003906659,-0.024530418,0.003263305,0.044801195,-0.002936295,0.004602175,-0.003660451,-0.03810395,-0.005542484,-0.003531136,-2.87E-05,0.002768436,-0.004425015,0.015670282,0.000968858,-0.017528384,-0.002794981,-0.003057999,-0.006355512,0.048429588,0.003843941,-0.014084487,-0.021994191,0.000267585,-0.007349297,-0.118946213,-0.004306688,0.00146946,-0.024126407,0.032186907,-0.009384013,0.001375561,0.01036925,0.005887403,0.008938284,-0.002834529,1
GSM1607788,0.002586605,-0.012520442,-0.036526342,0.00382352,-0.024658841,0.00360374,0.044996978,-0.00304662,0.005321984,-0.003349405,-0.039336834,-0.005314225,-0.00350743,-2.70E-05,0.002570041,-0.004038671,0.014377334,0.000972484,-0.01651756,-0.002616843,-0.0030197,-0.006794932,0.043619253,0.003704352,-0.013379484,-0.022029518,0.000275373,-0.006750458,-0.113493268,-0.004409591,0.001450556,-0.024621274,0.044340168,-0.00973375,0.001407708,0.009721803,0.006275155,0.009171092,-0.002966616,1
GSM1607789,0.002192294,-0.01233353,-0.036674448,0.004229393,-0.028982962,0.004212885,0.052913715,-0.002985662,0.005923362,-0.003955093,-0.039774693,-0.005645655,-0.003381239,-2.85E-05,0.002439265,-0.004120388,0.014081687,0.000985809,-0.016244747,-0.0029496,-0.003053507,-0.006467209,0.04903381,0.003376064,-0.012986302,-0.021650938,0.000292444,-0.006173295,-0.097486343,-0.004071016,0.001681844,-0.025224821,0.044222384,-0.009141346,0.001328555,0.010063328,0.005712728,0.00894685,-0.003085661,1
