,SMG5,SEC14L2,ARCN1,LDHD,KIAA2013,CDC20,DRAP1,HSPD1,PSMA7,HSPA8,MMP12,HMGA1,CKS2,RPN2,SPP2,G6PD,ADH1A,S100A16,PPIA,GSR,SEC61A1,DSG2,ATF4,class
TCGA-CC-A3MB,-0.08659908190895087,0.002290830503500677,0.04489894549071079,0.02490337123570058,-0.0009093953847787108,-0.017163617261919905,-0.028032419350427617,-0.15843327405488272,-0.05776766620701042,-0.16692637182430267,0.0004035643167257168,0.004177672095374478,-0.08794418985541001,0.26712892323326903,0.0026196796996547527,-0.006514275257124166,0.0025230501285943415,0.04778967512087175,-0.1602707398387277,-0.04486885819868345,-0.3211717240932911,0.008087084918206354,-0.0437608476804296,0
TCGA-G3-A5SJ,-0.029562188757102457,0.001471142821998793,0.016781898148319416,0.005528107456337766,-0.0010273017534152202,-0.017972255988444492,-0.016678216265639156,-0.12552013919590382,-0.04267899363561294,-0.08884765151634562,0.020729060050393967,0.0014591329602129228,-0.06464759892134224,0.23258004316608774,0.002085479769024891,-0.004963636049562107,0.01857072797927521,0.03785857920792735,-0.08280490149144212,-0.06768767942798803,-0.1588270207548664,0.013994813875114497,-0.022899709899405984,1
TCGA-CC-A8HU,-0.11395040268476546,0.004062388577294069,0.011798068069870587,0.01836958818869464,-0.0010888826474495857,-0.03136262088214918,-0.027842610048283936,-0.21812920347510142,-0.15760568057864707,-0.041211710285428665,7.467713106713646e-05,0.004740517477888704,-0.1818667667561001,0.2753534959530773,0.0006225739057261643,-0.004002908875857512,0.0008134779433367882,0.02346284582378398,-0.17255689592470425,-0.018780102366099713,-0.17573315535362627,0.010045324544990285,-0.018564984721253907,0
TCGA-XR-A8TG,-0.02639509772909658,0.0032738279260241593,0.04885635062285047,0.06186783206506289,-0.0006659552168183479,-0.01730519040858717,-0.027861107137247564,-0.07464224777724124,-0.035814102399167526,-0.059461305695097784,0.004585282911509372,0.0023049886316087224,-0.04265956109447388,0.19386835410221917,0.008498577174637869,-0.0008330038497211468,0.018258244878157814,0.022512255177179096,-0.058817966239755486,-0.015149073129828465,-0.1695923495878243,0.004878531066135729,-0.019547197446841694,1
TCGA-DD-A4NF,-0.04696527684123291,0.02715446892628704,0.024280612263431946,0.033629091528050374,-0.0006928307571860209,-0.000571837005865889,-0.012363625575503285,-0.15255807916514538,-0.030785132531629872,-0.09498756951027999,0.0,0.000824042546976191,-0.016248715494936703,0.16063928639448188,0.00041225604495120547,-0.0008563861352718562,0.004307494088388722,0.009050332222584983,-0.05749696989482128,-0.024521560054849154,-0.11750261902683175,0.00015642682014648833,-0.010308295278867475,1
TCGA-BD-A2L6,-0.026240623396664668,0.014291759521404993,0.019762627481196227,0.039282140894776434,-0.0016701440055173693,-0.021403828233178438,-0.03741984247641371,-0.032758447565993984,-0.03236862173298498,-0.028267032858010934,0.00027528827707007115,0.000526038799353022,-0.04810055012547397,0.17162777684178593,0.010258088859734267,-0.0005892767073213947,0.012793792884270537,0.028321558907897594,-0.06515465299776958,-0.022040028656313194,-0.12067088785163574,0.0031085512325495267,-0.013387123508073851,1
TCGA-G3-A5SI,-0.01901974398396765,0.005200952010528217,0.013275399957021218,0.009091469047118944,-0.0003824585248460207,-0.020842106618060973,-0.02635087422657003,-0.11338875590725946,-0.042909380892612335,-0.06057630583545827,2.54946119503396e-05,0.0016057079108912327,-0.06960857873835274,0.2093934020739352,0.007288835945711025,-0.0006611934021811457,0.0025837437142473417,0.04088974377750166,-0.08991689311069856,-0.018972613262121286,-0.15623789865313012,0.005254462100778631,-0.007069149931376127,1
TCGA-G3-A5SK,-0.00966762064168401,0.00848416920955438,0.016258817513302038,0.035900700217472714,-0.0004339420498677543,-0.00021280412001285545,-0.011439627688387698,-0.05555137347330351,-0.02884713058965059,-0.07590791195859799,0.0,0.0002931358931422866,-0.020722056373063534,0.13304033502326723,0.010282691358696108,-0.00024097027903787808,0.011512769794477712,0.01580777999977802,-0.03642761692459529,-0.012236024365636297,-0.09450126418171124,0.0023534137448147203,-0.008852725585724483,1
TCGA-CC-A7IE,-0.04109366095182988,0.00021645109028036155,0.033988263369316866,0.001579279477188306,-0.00048483583631137934,-0.014749382454089096,-0.026063208610222016,-0.13922253985405794,-0.03200273550347662,-0.04635290767752098,0.004186937964159316,0.00604388142941578,-0.06690743497439569,0.23168669860753344,0.0006341371470263002,-0.0023565622636832336,0.005235922857501152,0.007891162736584667,-0.0729756955453698,-0.020874689846242165,-0.14649011985562316,0.007320637001139837,-0.016494866074685196,0
TCGA-DD-AAD8,-0.023341291958353574,0.013977211961792947,0.01487659428962223,0.04305270926185175,-0.0012481207681673272,-0.01164903635160268,-0.01682579942226386,-0.07507603329535158,-0.020280662446274914,-0.009843049392903867,0.0007633662286862839,0.0004431451910346868,-0.031980489484367464,0.09280445488992431,0.005378519023335092,-0.0012376728178474215,0.027781682614036123,0.01866335776201766,-0.06765992166247457,-0.011152972447426445,-0.18492337660971517,0.003939637485570572,-0.02764403895298576,1
TCGA-DD-AACO,-0.03833025958179585,0.0029244474081027627,0.005683346641944292,0.02237127620685453,-0.0003571226156370625,-0.01362170684278788,-0.030193036763413297,-0.05787106009483188,-0.03871633905582079,-0.021951476715051238,0.0,0.0013316978997189165,-0.030183744559668838,0.24226666045106648,0.01813012269097979,-0.0014091769472361032,0.011840959079877644,0.0299068692963997,-0.05882378855507081,-0.033006488567535575,-0.05562260831769797,0.003858622057371033,-0.013751113346275223,1
TCGA-DD-AAEI,-0.0374504780727987,0.010554925663236368,0.015358977263991628,0.030295591015996375,-0.0007640759649671745,-0.011610648655331467,-0.018821748757904995,-0.12369306621134164,-0.03529578957652014,-0.11147130355332506,0.0,0.0021660364842302116,-0.0453425151519805,0.13456159724423244,0.0011974277349663038,-0.003478832554300274,0.010576384726517259,0.01680720379645937,-0.07958910958877337,-0.022305480933320045,-0.12661656352266726,0.001541954413281056,-0.01027717817153369,1
TCGA-CC-A5UD,-0.11695304342305478,0.013680212248189062,0.02687597286149404,0.02241868243231627,-0.0011706256371524929,-0.0499014234001267,-0.036432042365038095,-0.10168382857468558,-0.05028909021712345,-0.07996509069640345,0.00045281375083450936,0.002228874999027789,-0.31503725667850946,0.2979759676011513,3.496132872108852e-05,-0.046749039636635153,1.810808582156346e-05,0.005608163544244636,-0.12025537206292805,-0.08409448599314284,-0.3291573893711382,0.004799102168747425,-0.04334379255798638,0
TCGA-DD-AAEE,-0.0358346178014566,0.009509328478002912,0.021761576793156996,0.054878598378906455,-0.0007440999307319475,-0.0045933608474294325,-0.04040676351440419,-0.1120458651680359,-0.04831390991573267,-0.03590308369220142,0.0001425958479427131,0.0016007606765291273,-0.041418016875474785,0.1373666103773725,0.00458757016520797,-0.0008596989093527913,0.03060264091219911,0.01681753388589862,-0.10085622051022691,-0.008286054715642959,-0.10451774178358213,0.0024829974872033708,-0.009187610232808643,1
TCGA-DD-A4NV,-0.026349930511452065,0.011846994721794882,0.046047599531541306,0.06609144834224277,-0.000945695861610545,-0.001555738632345374,-0.024748804079448544,-0.05204429780131869,-0.04196842360649142,-0.1043805018721586,0.0002362099217446162,0.0008216051176821665,-0.03463264820298993,0.1772661763279986,0.0013845768140295736,-0.001027481840458779,0.006293317118958452,0.022720240901391412,-0.07709561940102812,-0.007810328443928432,-0.3191949223352061,0.005117790148152688,-0.008362565539253798,1
TCGA-YA-A8S7,-0.10710328505818639,0.003831335024141666,0.03666090188320803,0.011466204392734802,-0.0008201772953864954,-0.03767161971860827,-0.04963264385342131,-0.0836166497689809,-0.060950792155667274,-0.09582244451260426,0.012491623790754452,0.0018133493372539358,-0.16654246430630343,0.186498044118671,0.0002968729740803079,-0.083770537953923,0.0010473657863931303,0.029959705973962192,-0.18667708133500938,-0.047877814439736766,-0.3523825345138462,0.010877869382789401,-0.039984051521070846,0
TCGA-DD-A4NQ,-0.05000904545249936,0.001080319518824075,0.03683961769735787,0.045721912400540875,-0.0009462279320251115,-0.017727074153274548,-0.02457756131716573,-0.15769782675791638,-0.03341325094453157,-0.15408909827093303,0.02666060568586366,0.003005915317510395,-0.06230765075690073,0.18858086727801127,1.5223227572262055e-05,-0.030032010156300245,0.0003724609415573161,0.04144864362849068,-0.13903207126220535,-0.06875896660732929,-0.19707755931304574,0.005717422027179787,-0.015439357571357696,0
TCGA-DD-AAVS,-0.06447981411686833,0.004774922390618446,0.03040717548559361,0.028527945209318513,-0.0004950169873729306,-0.007551625917520631,-0.031200236825416602,-0.1498216614312987,-0.02292680058436346,-0.097248113744319,0.00034374231388161294,0.004061968914384757,-0.05683077990375375,0.14838402320370458,0.02872311365222773,-0.0015050431834823402,0.012555527468431573,0.03183382638694234,-0.08554379892357025,-0.01571914929325816,-0.19352294192743183,0.00654451636396611,-0.024612001692231204,1
TCGA-DD-A3A6,-0.014044495397574868,2.8942192037104502e-05,0.006816415792660445,0.006245989501282475,-0.0006159210124350653,-0.0032755666786306527,-0.04324626344786352,-0.013528311583299021,-0.01799562087913855,-0.0028541303391079647,0.00027147412252631956,0.00029861777435145296,-0.03648783239734842,0.025833176062991833,8.671317840590919e-06,-0.002500622555737046,1.835470964030274e-05,0.017354055995291367,-0.06498279431122056,-0.0065013603993321,-0.16875526103940275,0.0001832187194910611,-0.009762246903661334,1
TCGA-FV-A23B,-0.07371602050763609,0.002146285480393246,0.03367241413341839,0.014224880584467558,-0.0003031702403685982,-0.005645446132886783,-0.025129232944203647,-0.08463105157416993,-0.030672661363775288,-0.08770019061249978,0.0003790734296553119,0.0012161884990274751,-0.0634813567697762,0.240149926717581,0.004331371126159137,-0.001131618666790638,0.017290447441632287,0.030338731289105286,-0.066642488791912,-0.015962961078768698,-0.14678078395978392,0.003441825059735502,-0.028216234286769327,1
TCGA-DD-A39Y,-0.09321999623415576,0.0006838958392637733,0.024407265016719394,0.02957488671788661,-0.0015746585836345548,-0.0677331643371705,-0.07433387406826376,-0.10982323536149279,-0.06759902544954137,-0.19688801071445763,0.005200164772957326,0.00824225120703004,-0.13856144343870544,0.15069955252974987,8.176418237005974e-05,-0.042217595808351195,0.003682326834127784,0.05847447215275949,-0.21632096476243656,-0.023974184866419418,-0.26754133837771354,0.004492799365352454,-0.03271383720384565,0
TCGA-DD-A1EH,-0.0684952287272192,0.0022623999507876877,0.05322348864116269,0.009659542842977811,-0.00039813012030819056,-0.006874783537400189,-0.02071097521479477,-0.1052178751187517,-0.023929446176448738,-0.08132796356024605,0.00013068497936748882,0.0037736191611397406,-0.05551763790404555,0.2511036828520966,0.0015251144985797616,-0.001871728700845017,0.005653392645978387,0.013624201740007632,-0.08240302788835534,-0.050882694447322935,-0.20791179299057178,0.0005777275181493975,-0.03177249102939211,1
TCGA-BC-A110,-0.008700503604802411,0.004957923331573554,0.022161373461178017,0.046152878086556666,-0.0006308712118136818,-0.0005274816522912127,-0.016472410106832314,-0.04538215705779904,-0.024832803862829114,-0.06047521493402637,0.00015878927600565846,0.0008562801175622936,-0.019014269617601172,0.08277740472901271,0.010090902734991043,-0.0006893860172192402,0.014385862223367234,0.025615606807165018,-0.04625193747965589,-0.010382100360602928,-0.09228352113852613,0.002374908678386298,-0.022142974930358477,1
TCGA-ED-A5KG,-0.04857917864243324,0.0003977788323647148,0.053271570409135605,0.007281718274302902,-0.0007212056698057851,-0.011316625142656585,-0.04491931241195933,-0.09976171081177651,-0.04560558422388238,-0.15821938664870644,0.016170610050674848,0.005326404038279107,-0.05309188297847622,0.2360072077911363,0.0003285305195727861,-0.0033940278068516796,0.0040081142179886915,0.02596552005207022,-0.11166852774345074,-0.017370686649642236,-0.17208232694595707,0.007102386657768433,-0.026883614145501528,1
TCGA-DD-A119,-0.0266997622405253,0.0046933366605568525,0.01286399969177531,0.030597495827545135,-0.0005087692122598545,-0.0022830733185866072,-0.03965298977641197,-0.07365505637230474,-0.039423897996664334,-0.06384077939462005,0.0022543660803331787,0.0031025486493874797,-0.02000137909774054,0.11949674459451952,0.0017597743848409904,-0.0007219238119593829,0.009526346288523224,0.041152864500611036,-0.0975495469501074,-0.006691153806375576,-0.08757331835743666,0.00045295454660771963,-0.013463576324303598,0
TCGA-DD-A1EB,-0.020167591093619232,0.04861115640215044,0.0310842334738151,0.08373495469639151,-0.00127111513232077,-0.001171311460094625,-0.01593847160888844,-0.07407950029173684,-0.030949962312235183,-0.14004308839304339,1.987375262270567e-05,0.0004995492660484217,-0.016206143841542096,0.14492203273935172,0.0025916643302822248,-0.0002924657638096732,0.032891446665477414,0.0061224314777042575,-0.039845316014693315,-0.012116355430271536,-0.1548226412888236,0.0004774178281487049,-0.003356846422279832,1
TCGA-DD-AADF,-0.030628086131759456,0.005643838071954106,0.020482969269036644,0.02873377899758641,-0.00047879591223927594,-0.01221630238591698,-0.03371204427542139,-0.04689583138311465,-0.027909090782845643,-0.016937309666328716,0.0,0.0007589743913972021,-0.04611483128999253,0.11489392187258765,0.004522128987307027,-0.0013713636732232387,0.006546304904498679,0.03940266809120297,-0.05775254946021486,-0.010953071306988827,-0.23655003050786777,0.0002899513003565941,-0.02009214046096442,0
TCGA-DD-A4NJ,-0.05602087556361455,0.0029863557663206875,0.039075777203613854,0.0167008356584627,-0.0004706603488656286,-0.015019366042307476,-0.028064158410464078,-0.07616392234347616,-0.042878146702288455,-0.09955461975258693,0.010503177888611954,0.0032421545134348863,-0.06364661218795345,0.21980989756005023,0.0003269788100644699,-0.002228101507113276,0.002088675885758738,0.0329360444587973,-0.11181114100709402,-0.01698655964055529,-0.21177700874214836,0.007406693503046044,-0.0206926537143022,1
TCGA-ES-A2HS,-0.023518288697415818,0.01873782227942601,0.009095518817091813,0.043888553861384676,-0.0006431186240557275,-0.00347863632219105,-0.0277215108338049,-0.046566048996955434,-0.07357992045324874,-0.06159917407842967,0.0,0.0005486387184776942,-0.02012350998390767,0.15475994335513218,0.035338701356734406,-0.0004991057196663545,0.0402044621313376,0.008051513897653061,-0.079471458665505,-0.003434939208424864,-0.14488575028690148,0.00045653703553631583,-0.016495780582056366,0
TCGA-ED-A8O6,-0.08504215934843758,0.0024809252545441914,0.020447511942619255,0.011157396502498532,-0.0009300830223904745,-0.03226788486841707,-0.03474517267239248,-0.1225027549171961,-0.04797913306459886,-0.06964929757854295,0.0023394819501516353,0.004054451172692459,-0.049925325995979174,0.23942398415662883,0.00254746175885092,-0.002407615288903123,0.008899345439783834,0.016708499544735987,-0.1359733480267214,-0.01645227479537371,-0.16875924789176314,0.002790195912830492,-0.04035233556779771,0
TCGA-DD-AADR,-0.014833146842787895,0.012975615758433388,0.015569135083525023,0.026372506562339006,-0.0002905507052599232,-0.003903101819328864,-0.027119510456570572,-0.1043698016756697,-0.021345511193615593,-0.047707759107511294,8.518278481045225e-05,0.0010971863835622206,-0.09143755338753762,0.11830726599373355,0.0018174191686269776,-0.003146057590800319,0.004689549232633733,0.017994039634438734,-0.09676473899949979,-0.026737771736816216,-0.08224289675160461,0.003986235430848955,-0.012255289424324765,1
TCGA-DD-AAVV,-0.08682510160374923,0.004359595712245568,0.02963089142843439,0.0276544578547327,-0.0007963168207013656,-0.005762386821748264,-0.04052772382708875,-0.09535573381877319,-0.1084046073269617,-0.11233165962993853,0.0025516024747778204,0.003458077129171062,-0.04483746053670812,0.21434054754872614,0.00044832605564523736,-0.0025350549849686823,0.0010534375575827438,0.04178382784634853,-0.07630378451814339,-0.05378507209625965,-0.24474895477518066,0.004286064164965821,-0.03355551002707976,1
TCGA-ZP-A9CV,-0.10329565188943868,0.0015699306958225265,0.02923075447896982,0.08877157057788987,-0.0006669714821909554,-0.0025977931746756274,-0.018536259269670344,-0.11134821541649077,-0.03871947495604811,-0.12195563012165601,0.0001993397611550175,0.0016754127854146019,-0.027100893399560667,0.20394373026353205,0.00453780414749075,-0.0015477802381497453,0.008287621864337869,0.011233440932835402,-0.04552388037258162,-0.01992105005558684,-0.1651720586746012,0.0019238477330694073,-0.019229513490573526,1
TCGA-DD-A39V,-0.04049516471694411,0.006554597553148474,0.01232353067499278,0.01441828120338668,-0.0007852662948724553,-0.008004490691613223,-0.05047431927701416,-0.0698386061143501,-0.06866187720569251,-0.11785996933625272,0.003530501892682067,0.0020796898510786746,-0.044338653449791036,0.18591689650589086,0.0002984157785125362,-0.005928470155517724,0.0009505337692137793,0.010586414050888546,-0.09827486020743537,-0.015582313781178098,-0.17222254379123544,0.0003864481985689951,-0.01928724673852734,0
TCGA-G3-AAV1,-0.03840388581868793,0.016697556763843314,0.024327537074496804,0.04336285200155798,-0.00035412931152566704,-0.005757180993036732,-0.016602514787652838,-0.18983120160825007,-0.03870445071764557,-0.13395054894607028,0.0029071218272506663,0.0033620718322365946,-0.034408455924398854,0.17244277470272,0.0023190710461555714,-0.004147661220030971,0.011758498261527221,0.021305797111891678,-0.06740909364176363,-0.04950413217279972,-0.09743799467509524,0.0044421327362194505,-0.023189998395729126,0
TCGA-2Y-A9H9,-0.03700333485855639,0.0076997984695062775,0.020413653938986528,0.07420687545692665,-0.0004682056436401439,-0.003671336632139048,-0.026478224021800226,-0.07949528014904145,-0.044932052140729345,-0.07025013422641864,3.579952071766847e-05,0.0006334164316238816,-0.010326279765546688,0.16188015713395218,0.004789176635299941,-0.0006724591030796679,0.011221123725350104,0.03023309500367925,-0.061310385656868034,-0.007651951860680525,-0.12200655861599347,0.0030116449070310006,-0.01644076699950203,1
TCGA-G3-A25V,-0.044334684227687486,0.007535714355453587,0.024945147894530985,0.050693082519454875,-0.0006617595859010301,-0.0018308434016539579,-0.02511073585524002,-0.09234352334856416,-0.04246770260686352,-0.08298440006818908,0.0005230744924299334,0.0013622404763706686,-0.032714269982878144,0.1369778972642963,0.003600021716019295,-0.0018073338183676633,0.014000823467054212,0.02350431446033677,-0.06958141956286218,-0.02090720029365087,-0.1596751671768158,0.0019926059312918207,-0.018647695948797654,1
TCGA-G3-A25T,-0.03878340061084732,0.0017366836312145207,0.018120701459802876,0.04733662259651756,-0.0009070386066233917,-0.017784888478640012,-0.030753088798717593,-0.10024718650923983,-0.07576478482954112,-0.1413221216469598,8.859544940222999e-05,0.005281666471102768,-0.07021210103504824,0.20988224519541857,0.0014081396453581522,-0.003382796141303304,0.001296359338347253,0.02232097553062452,-0.20142922218810355,-0.044462096494815515,-0.20931328443069058,0.025092673667326336,-0.021237207068762427,1
TCGA-GJ-A3OU,-0.05127146306544434,0.00229116237765686,0.029987846662713095,0.017739958762992454,-0.0005864852232218403,-0.009028092052494469,-0.034185259538882656,-0.10430407514548223,-0.03691545864169197,-0.12756690437238524,0.23425500025346357,0.0026491004167105226,-0.08087900931561334,0.16348168810937178,0.00019543079982501494,-0.0090180290650747,0.0014578121574236593,0.0233227470749057,-0.09453907531625966,-0.05893312298449914,-0.18569720208577667,0.0044480694321582664,-0.019502927337839093,1
TCGA-DD-AAEH,-0.02030700968683631,0.025587677206858412,0.01763372468594562,0.027382568086979912,-0.0004454212786482786,-0.004554592236862254,-0.020067605253107367,-0.0538877545127935,-0.03533905251846226,-0.02270332466828108,0.0,0.001152728953394447,-0.02885180468703315,0.11046252831495804,0.005163768660937382,-0.0010360814389291516,0.01672047030889531,0.003614468639035245,-0.06081100500304064,-0.00912241165881673,-0.07478898731027725,5.097369961259689e-05,-0.015562951254511714,1
TCGA-DD-AAVY,-0.042368074194393195,0.033234984247328445,0.02454521511393254,0.04771266876148355,-0.0006000959978963026,-0.0005774237488733865,-0.023884233010067174,-0.08971647417770437,-0.037732540068086795,-0.061502479339446685,0.0,0.0013968944639292957,-0.010939090422982824,0.11685647919002021,0.0030087424739350275,-0.001455533094135763,0.0028999100884837354,0.002416820805530346,-0.07716776257240657,-0.019608538823105613,-0.12115389877627761,0.00026909609695083785,-0.021938721697067332,1
TCGA-DD-A4NE,-0.045890811159705676,0.007375405309927475,0.021576701884878993,0.01745426283786464,-0.0005747938191226238,-0.026288503869400334,-0.025937108931142053,-0.09160893835301429,-0.028314261573410705,-0.06946474209526106,0.0,0.0014324496466100428,-0.032062647246632894,0.1863650103277936,0.0004170113555821431,-0.0016267762858399877,0.0281454178976587,0.01922686661224214,-0.07484398952994492,-0.01868552049361812,-0.2086185942128012,0.005046780099746585,-0.010682129987725433,0
TCGA-NI-A4U2,-0.014315070288098444,0.020052223703077656,0.014171905448184884,0.03719386424541408,-0.0005240708610125098,-0.0007931058880113162,-0.012789012321068612,-0.05463383686056276,-0.026202958239764245,-0.060652040671959694,0.0006723618395722107,0.00032535945551405573,-0.025005870461792035,0.11167735976065152,0.0029428827574579535,-0.0003481022161826371,0.03853442749719511,0.008073174958403073,-0.048788726954861125,-0.007047907085024609,-0.09040624024219183,0.0006602271203336407,-0.007943244028977683,1
TCGA-ED-A4XI,-0.027470420241310838,0.011158991939848347,0.019346531332029397,0.07927335382799583,-0.0005167198022787446,-0.0015158696027009607,-0.014696712716622937,-0.06200938830929491,-0.02574882996206813,-0.10086746803804165,1.9606092654723102e-05,0.0010877074918632364,-0.010492032774477899,0.1245272707253059,0.004084542453423795,-0.0011230190683202653,0.020538858431544082,0.01413376182170128,-0.04345722612829806,-0.011472277402352914,-0.09456791231739613,0.002248702711273181,-0.01120326400124572,1
TCGA-2Y-A9H3,-0.020970196638592356,0.0004968156118055855,0.011282201401456362,0.0189527648528422,-0.00041504647764002104,-0.002635503689976235,-0.01760422822877456,-0.02811524187219744,-0.027298339110213732,-0.05616295459971831,0.0,0.0011306496729025022,-0.01426786199127179,0.13128357507686172,0.00023234901901641913,-0.0007970171394994826,0.009800610739817079,0.005485252779110373,-0.11755100698370463,-0.0036006728959793286,-0.09057271013414518,6.829759250302265e-05,-0.018901634765176326,1
TCGA-DD-AACI,-0.04393558473411041,0.0003400603853685972,0.012414658045574132,0.01965264549922059,-0.0005346165183907886,-0.003640736517029801,-0.033247950229797,-0.09178326695604064,-0.08169392967875083,-0.051260504247920315,0.00035980191196056694,0.00208266192721976,-0.0271598302599745,0.24838662670074757,0.001706860422726699,-0.001828628602442715,0.0005872568842108194,0.06431774408427762,-0.08745893912332617,-0.05776553064698286,-0.12158741255274717,0.0024100938375064386,-0.025617434952808684,1
TCGA-2Y-A9H2,-0.08413116472155602,0.0033484581268957564,0.01718101425345335,0.008990973951309067,-0.0004140389168958727,-0.016998258133660113,-0.022067050283909335,-0.06319878939638975,-0.033084231044561346,-0.05402887816693478,0.0017217227440478684,0.009175616193367054,-0.03078223566096315,0.13473522304491659,0.00041143677795111883,-0.006834252928969002,0.00113474567764993,0.02088568621375156,-0.10269158829784637,-0.04276880260047531,-0.17690506427669056,0.023562183218616785,-0.039046920032762694,1
TCGA-DD-AACA,-0.03663140913819635,0.014166311090367912,0.033352345407619964,0.06806042758754695,-0.0005032755036235637,-0.00561962860838244,-0.023931783724374177,-0.15658100270670638,-0.03166759981798844,-0.0850998292716277,7.501170602711468e-05,0.0036791547677819557,-0.040481716940101185,0.15568262216203613,0.0013529214948061173,-0.0019473098684038845,0.004395729120930064,0.012415618345314051,-0.08810749151092216,-0.022003441975437344,-0.12967289958686273,0.0048562684563651665,-0.01737402574789923,1
TCGA-FV-A2QQ,-0.05825879491373558,0.009126622263564832,0.017628960745735993,0.08174694431150134,-0.0004337287864705047,-0.0036567772412710244,-0.027150740210027315,-0.1562763228728928,-0.048498038744005635,-0.0864008850075749,0.00038027789951123345,0.0015555001360176715,-0.014624247546832359,0.17769113394137573,0.006010347529385604,-0.0013361484309382305,0.01969404049837163,0.045852943986374024,-0.10065672255672121,-0.029661359055825884,-0.14366893285706084,0.002466108610825703,-0.02325608149359362,1
TCGA-DD-A4NL,-0.0074666062132969155,0.007081433947998758,0.01764740399997613,0.05998527478829958,-0.000536891690654303,-0.0005867349872192154,-0.010174162889865933,-0.05068622097603869,-0.023087651984083364,-0.03462121689282032,0.00011382240138458703,0.0003395381031219208,-0.009345860116655043,0.08470513620714094,0.00101117584231889,-0.000392177994622475,0.021520890351520758,0.010360239461060704,-0.02900523566818373,-0.011388002103922398,-0.08304989584824968,0.0018411434172321017,-0.008936685314635828,1
TCGA-2Y-A9GV,-0.027086743700100186,0.012869028841939361,0.038299901484186896,0.04864119005278801,-0.0010462256156854458,-0.0011606881836182473,-0.01982091566612809,-0.05285284909614657,-0.03095470516631034,-0.08203982935357322,0.00014901968717429473,0.0009248223102959842,-0.01347304369360832,0.11300865869784238,0.0035757464786036843,-0.0005776025822211133,0.0050035656905372036,0.013863597855792413,-0.03730712115303267,-0.01544600851084986,-0.20059629502741622,0.006048034576875948,-0.014705095626926918,1
TCGA-XR-A8TE,-0.02493750632608607,0.00311663020071226,0.03721317866608157,0.036102300625993025,-0.0008659734337887217,-0.0013982094090582123,-0.019250515447135762,-0.14628675258581617,-0.017542756322429576,-0.07446484559112569,9.301183887394238e-05,0.0027805908552540693,-0.03266954210288303,0.12629693591045493,0.005499062585798927,-0.0015621431559116076,0.016650212008185117,0.025190800413825237,-0.0787993493239895,-0.020856462786023218,-0.09983574786353312,0.0006847671694945245,-0.01893424689325602,1
TCGA-MI-A75H,-0.020616203160467868,0.028440522765764743,0.019636927515950704,0.05677805103610384,-0.00039822369506412655,-0.0035629453530314657,-0.0275288308945755,-0.07217707174450345,-0.03026156200561628,-0.03182356994896831,0.00025534760945536986,0.0013017973662241154,-0.04118177184306549,0.12055337245745995,0.0009832383923621313,-0.0017395467459923656,0.02203532083047408,0.004650739716467613,-0.0987023653825425,-0.014141414960706075,-0.15128261728732129,1.3357565862337138e-05,-0.015550577572167894,1
TCGA-ES-A2HT,-0.01924637570068531,0.007047845517775095,0.008178562411171094,0.09852016694979218,-0.0005157046249846945,-0.0009193154914079619,-0.030110505947198857,-0.07309805756291003,-0.04592137405722191,-0.10936383327905937,0.00017832845366838593,0.0009654367930535043,-0.017178602038370336,0.1650022181182097,0.001866512853099561,-0.0003968635278259893,0.003006727689628345,0.03917151380515023,-0.0602037442079683,-0.007784677999183951,-0.17188885177103436,0.00029578563946887923,-0.009611559945606677,0
TCGA-DD-AACV,-0.017931201798296464,0.018628317635975545,0.015535277079892296,0.021956824515709964,-0.001363855332003275,-0.0340034996960796,-0.017869600107110088,-0.0635678064969976,-0.06909689365364499,-0.05617101770335684,0.0,0.00021493970603044327,-0.11522145153331978,0.22331092408343936,0.01243750159760333,-0.0013401305669053817,0.013127051361423035,0.021946448005620046,-0.07296973938372538,-0.03693428748428077,-0.12808395086217653,0.004676964885488929,-0.009461270599452527,1
TCGA-ZS-A9CF,-0.016353225683759177,0.003772385877149704,0.03284614273220242,0.07141757400449739,-0.0005780711117374994,-0.02421806537558393,-0.01697822099139595,-0.04183618201080532,-0.03624757429924684,-0.03760850303387619,0.0005060780844630404,0.0009421878266647147,-0.045883783316569074,0.15051466896760862,0.003711562246558265,-0.0017176393256146754,0.011023712081224036,0.014474321145906105,-0.05423553639393352,-0.016842565864825607,-0.13895143338391558,0.005388703078774456,-0.008509188903685261,1
TCGA-DD-A118,-0.04114078663961617,0.004923505215959433,0.028638971020500704,0.029319816053455315,-0.00045780687686711353,-0.0033497179949119817,-0.018389741026803248,-0.11914528854096595,-0.03569227033511198,-0.1637736774667448,7.220127636329771e-05,0.0011747825521601135,-0.03204296476792059,0.3417489357051525,0.0007535497648269718,-0.001980335503162795,0.0023428217309695667,0.0031589685349692645,-0.1176914787060825,-0.00681897520867463,-0.3218011202008255,0.000378797025785779,-0.025607613938866125,1
TCGA-G3-AAV6,-0.04962120716223745,0.0010574202020474648,0.020725453825706813,0.011667461554248549,-0.0006419532919207568,-0.022839494214673284,-0.06650113242718571,-0.24184273195574355,-0.0573889243467194,-0.05710967130832584,0.002458189145951904,0.0031402564276708043,-0.09840625660892703,0.2643349848085543,0.0018117733503872503,-0.0027884822021602136,0.002873963654336154,0.028446434367075925,-0.16498922447806763,-0.012507209881584744,-0.19945267018902182,0.0024678230876701026,-0.0366442467448468,0
