"","ABCC5","ALPL","ASH2L","B3GNT7","CBR1","CD14","CD59","COL18A1","COL5A1","EIF1AX","ELN","EPHA2","ERH","FASN","FGA","LAMB3","MAGEA1","MYADM","MYEOV","PDGFA","PFDN2","RBBP7","RBM38","RGCC","RPL36AL","RPL37","RPS21","RTCB","TM9SF2","class"
"GSM1933039",9.5930064652559e-05,-0.00642391313597151,0.0086758295604783,0.00579550752807101,0.000878224571056875,-0.00458595520963224,-0.00368746290990375,0.000913348267151097,0.000582031902184413,0.00209168876040269,-0.0013505715496012,-0.00841945141211848,0.00683411033357877,-0.00191820628312868,-0.000597644679146263,-0.000443570321967296,-7.21723674693821e-05,-0.00454122890845548,-0.00773642601212969,-0.000254755198086932,0.00216616649114943,0.000937349176459972,0.00193318351218722,-0.00506837586573032,0.00548207763527703,0.00102638545452576,-0.00109557405207391,0.00447140975328035,-0.00334883647373505,1
"GSM1933040",0.000139684586207529,-0.00559615957635732,0.0110836213259867,0.0056756565658663,0.00124834440168115,-0.00402256792330735,-0.00368991689383973,0.000908324172832911,0.000574058863631524,0.00225564669090193,-0.00139891284781299,-0.00949404994654195,0.00802025258425789,-0.0020429173072498,-0.000519442243361889,-0.000524190526987064,-7.06961615741023e-05,-0.0045278968717903,-0.00837114039107208,-0.000253734917732814,0.00248857513347377,0.00107569450913011,0.0019889959502878,-0.00501592976461532,0.0057081976669577,0.00109947151601054,-0.00114725521583462,0.00517015283106555,-0.00338157821675585,0
"GSM1933041",0.000145134344848297,-0.00571452844186036,0.0109527454210694,0.00561424706449984,0.00101549416136792,-0.00490190556308849,-0.00404030315855343,0.000928726994366977,0.000607100437598635,0.0023312287859201,-0.00139986072078074,-0.00865741574806631,0.00782285527752628,-0.00202297506297123,-0.000507900048847627,-0.000579281348467854,-7.84799757663865e-05,-0.00475764044616955,-0.00711076248413442,-0.000273637448179306,0.00243087568043614,0.00104185056957526,0.00196644329365944,-0.00522652079059815,0.00594539831375721,0.00109859581964227,-0.00122080854889081,0.00549673939787049,-0.0041564139006629,1
"GSM1933042",0.000128465052701428,-0.00562978499213178,0.01024425416759,0.00559385118605767,0.000944892979121757,-0.00469737143830785,-0.00397874231664355,0.000893693637374442,0.000550888689293344,0.00252180241283283,-0.00135559985097737,-0.00997065930287371,0.00830110367927813,-0.00187013916334514,-0.000521670215376439,-0.000624200325318273,-6.77105545278054e-05,-0.00479356166929266,-0.00709265139174494,-0.000262420982228648,0.00241955597780362,0.00106843065165759,0.00198198419699756,-0.00529030798114073,0.00626089408114388,0.00111944090720205,-0.00123612822294588,0.00565403962027448,-0.00419660562373544,1
"GSM1933043",0.000104932362976716,-0.00567382026454471,0.00907022738640307,0.00568119825791979,0.000820660458887644,-0.00489168842902765,-0.00410336788972712,0.000930022903936506,0.000610185251350395,0.00230265715579743,-0.00137217512914079,-0.00947193692787783,0.00765499743937524,-0.00210783458837468,-0.000518889078750626,-0.000514817773034835,-7.45191235327686e-05,-0.00490443144139518,-0.00850371312230766,-0.000272018964967769,0.00244294159651533,0.00102272772621764,0.00202532352153586,-0.00512729564117253,0.00577094427643662,0.00108179827021341,-0.00118485806775463,0.0049871966870623,-0.00413513763875579,1
"GSM1933044",0.000119681453321844,-0.00549738169997024,0.00990294906735476,0.00583685662508304,0.00113625138941856,-0.00554089528655215,-0.00468375766431059,0.000944305315397783,0.000637628773521777,0.00307440673113252,-0.0013332321552053,-0.0101838048608063,0.00867146050389338,-0.00201814963010625,-0.000494635416329427,-0.000595895886081218,-6.9931831428399e-05,-0.00560369117516301,-0.00736335513994797,-0.000284484751024698,0.00256651464702522,0.00111956528875885,0.00208546978214469,-0.00506190922785439,0.00633694697944595,0.00110393156338315,-0.00126194194220662,0.00595785384230257,-0.00429924781514822,0
"GSM1933045",0.000129032249002103,-0.00600864173078421,0.00920327479384237,0.00552847474642787,0.000973872801008408,-0.00530286256841253,-0.00435285708293076,0.000905504376780534,0.000599172812948356,0.002569426714152,-0.00134496954805682,-0.00874752797731441,0.00787259490597205,-0.00202347252610702,-0.000507200907159395,-0.000511959677468369,-7.19450280713157e-05,-0.0051754166612631,-0.00725567454371356,-0.000259679315501738,0.00236871943685084,0.00110257333193333,0.00196571541827191,-0.00534354724279187,0.0057847100083816,0.00107075208763928,-0.00115208936464856,0.00528034552606268,-0.00418410787575649,1
"GSM1933046",0.000157662541991932,-0.00534143935913824,0.0100150361001797,0.00562495408934223,0.00130877444310867,-0.0046014047335847,-0.00400838009792569,0.000910346700544759,0.000539500072832454,0.00276524589518268,-0.00131147371544946,-0.00903212444029234,0.00908067416037136,-0.00210569399318601,-0.000500368036222791,-0.00058738814305952,-7.05000474790473e-05,-0.00498006224071414,-0.0071214741488839,-0.000262626703082304,0.00270976528650334,0.00118799827117153,0.00194792212023678,-0.00503169718723226,0.00632861196520632,0.00123690421659726,-0.00128564025254513,0.00575044305211037,-0.00422849276959243,1
"GSM1933047",0.000125460094757503,-0.00611669888013435,0.00971722529485557,0.00576737709282283,0.00100337151830586,-0.00439054057162621,-0.00401288094419243,0.000949577304452343,0.000574223577174824,0.00242207696913962,-0.00136819930504246,-0.00952349089474358,0.00850385481314698,-0.00204097045895743,-0.00053890135963497,-0.000667298075073657,-7.31402307744308e-05,-0.00467513166183716,-0.00747519909863413,-0.000261799780782039,0.00255383648187858,0.00114998904311107,0.00210389516404918,-0.00507241352571447,0.0059915931366778,0.00108530931069186,-0.001266025172359,0.00554552445028989,-0.0039294175079353,0
"GSM1933048",0.000104898739195209,-0.00633212746875592,0.00955218562016512,0.00559054489821851,0.000871308897319327,-0.0054840578300317,-0.00409975632030753,0.000906734477719371,0.000635142481935201,0.00231765097434171,-0.00138111555154774,-0.00811523981858749,0.00800967469328804,-0.00190553739060907,-0.000697459280273402,-0.000468241856521821,-7.0424315905973e-05,-0.00494012707352735,-0.00711216853358487,-0.000260838139430413,0.00230628030766752,0.00106340677563041,0.00190961907007442,-0.00545865494706775,0.00592824182035024,0.00110065457481133,-0.0011737740946936,0.0052219795061609,-0.00405997353212049,1
"GSM1933049",0.000109580167529195,-0.00566558240324301,0.00930393941609617,0.00562346196415562,0.000891040485986153,-0.00483579419841032,-0.00405554265681987,0.000931822425198095,0.000607631051743887,0.00219414625176743,-0.00132208210988383,-0.00894231675133927,0.00790909855927802,-0.00195061284300318,-0.000495983541253595,-0.000491081743033615,-7.59833380616789e-05,-0.00504798466756135,-0.00731006000136654,-0.000258889016029538,0.00245666861060929,0.000989273791577549,0.00193069370980911,-0.00551926021105442,0.00580859999083411,0.00106607268605873,-0.00114421164511089,0.00502051553463611,-0.00373380470085628,1
"GSM1933051",9.62262636429254e-05,-0.00552265804357094,0.01140733940913,0.00551783854470204,0.000899732430567892,-0.00479672689644529,-0.00417645896245105,0.000926098539112306,0.000639625862812145,0.00209679203912742,-0.00133224416303895,-0.00865844449355212,0.00839816819018961,-0.00189868348043002,-0.000545628540157826,-0.000565643118917587,-7.0234084412972e-05,-0.00523256092369163,-0.00844718150992563,-0.000268093426500943,0.00231546835529362,0.000986989366230527,0.00191949482939838,-0.00487331594515365,0.00598073576746287,0.00108417984846061,-0.00123956028266205,0.00519537524889149,-0.00365999787791317,1
"GSM1933052",0.000134133712737748,-0.00542144006735268,0.00873191972982277,0.00554584749725343,0.00121808703659408,-0.00461125621702967,-0.00356247452119672,0.000927793496908102,0.000571008246823388,0.00237384615922933,-0.00133635893815953,-0.0083685195191171,0.00784902205241868,-0.00201494291874189,-0.00051087718621587,-0.00054245926740143,-7.02676862984566e-05,-0.00462028926555467,-0.00715122083448224,-0.000285037506065201,0.00245966801381969,0.00105838364108559,0.00188587448306152,-0.00527508036433396,0.00565239257432677,0.00118897170316312,-0.00122387843888855,0.00545375453213363,-0.00380939610355979,1
"GSM1933053",0.000133479640951123,-0.00574666036190779,0.00972073743226172,0.00560445834621545,0.00127098302621191,-0.0043269852841169,-0.00379198060889228,0.000897226301132135,0.000554872330246758,0.00258277793994819,-0.00130875340365892,-0.0085350300589611,0.00824287488063521,-0.00201430547052386,-0.000566612450486366,-0.000536770471829138,-6.81128646194922e-05,-0.00428552390016286,-0.00729805006579016,-0.000258907548595115,0.0024502838559547,0.00105903804151632,0.00189555153671122,-0.00497548281214027,0.00551831256001583,0.00114166178500413,-0.0012292644556915,0.00521474062624999,-0.00371272884530102,1
"GSM1933054",0.000119121995756132,-0.00606159270477908,0.00996890057298429,0.00544003879418563,0.000959196327083237,-0.00478099357195618,-0.0043150386302122,0.00090754128712021,0.000612419302973298,0.0025395600049325,-0.00143226954705506,-0.00882650473727115,0.00849029589767597,-0.0021736153837836,-0.00051637347852349,-0.000575681111212029,-6.80384788611877e-05,-0.00496309727520661,-0.00734247836649114,-0.000259304950858754,0.00243901556939662,0.00114066661443011,0.00205619654498237,-0.00564992229305769,0.00619026016660133,0.00115552361298144,-0.00128003064027,0.00559482614219078,-0.00429145344894969,1
"GSM1933055",0.00010595155981775,-0.00644331002335118,0.00912315963936751,0.00574860661473219,0.00086491509115154,-0.00469058090259709,-0.0039959632322443,0.000920181765769087,0.00060511033705878,0.00225857434602296,-0.00133420746287297,-0.00898224528203399,0.00765871206901217,-0.00190100180854848,-0.000520147472135792,-0.000560836658023918,-7.23695623391702e-05,-0.00490528874509415,-0.00736634924387502,-0.000256513889356498,0.00220924490464949,0.00100947829700383,0.00191122554137649,-0.00489213065987811,0.00568239523940499,0.00108891068621417,-0.00113472912717955,0.00509171687068539,-0.00374474167447711,1
"GSM1933056",0.000121873222195244,-0.00551267979934503,0.0111554216689356,0.00541587507134363,0.000997238199893261,-0.00516160505332331,-0.00422912541738411,0.000915754075842495,0.000620379339048523,0.002606007794719,-0.00131310924095401,-0.00943520688888683,0.00860371364398657,-0.00207985784406189,-0.000509067758925068,-0.000569262984910438,-6.90846257767417e-05,-0.00515700237363694,-0.00706001830941566,-0.000278753957461991,0.00254861974655293,0.00120603179063427,0.00196347059131686,-0.00524831496596705,0.00597273454921,0.00119901015357023,-0.00128563700881674,0.00517425714533848,-0.00403393430081414,1
"GSM1933057",0.000141152727804493,-0.00578035997124489,0.00982186554555257,0.00566572528436614,0.00111242086412903,-0.00514873722229907,-0.00417958503183646,0.000910885300060142,0.000580585966795128,0.00251651578173534,-0.00136032152586144,-0.00924462180078847,0.00822413979297881,-0.00200970588859369,-0.000504937615949633,-0.000579860754565461,-7.69623637119502e-05,-0.00489081487854763,-0.00782463302889357,-0.000272712320388792,0.00249339258862093,0.00110127478489985,0.00202475663857604,-0.00536150397601996,0.00611120786642133,0.00115126330500186,-0.00121971673927852,0.00537836397282107,-0.00399846819841153,1
"GSM1933058",0.000142439715249954,-0.00593338003990504,0.00995194445428157,0.00570048432734549,0.00114963995039806,-0.00441537382267186,-0.00375851223602566,0.000928940620072239,0.000592488086931725,0.00245571302469242,-0.00136299234172789,-0.00931678501041523,0.00844605555765455,-0.00222887913169832,-0.000520250401264561,-0.000593218167761495,-7.35139732416097e-05,-0.00503649065630337,-0.00743907432539475,-0.000267042282533718,0.00268388465931286,0.00113220502823491,0.00204193226838304,-0.00554560474364024,0.00606362487090678,0.00113725970666112,-0.00125554417868565,0.00544021792572452,-0.00367344360213815,0
"GSM1933059",0.000144721342716189,-0.00574487162497442,0.0102280728662619,0.00564832273996725,0.00123011464352214,-0.00496416070547881,-0.00381835383355785,0.000925570202867721,0.000568354558968127,0.00224568725846885,-0.00134441753061365,-0.00851848385710947,0.00827905878287584,-0.00219328487268351,-0.000535659635369664,-0.000470545673696354,-8.20995358103399e-05,-0.00479752774028584,-0.00731161434627224,-0.000255207172146315,0.00249670281682368,0.00106175621029252,0.00199038428779112,-0.00517117619793199,0.00605287600168034,0.00113338047847523,-0.00119212313473293,0.00536439931319462,-0.00403727307576364,1
"GSM1933060",0.000104131102165791,-0.00557349281853449,0.00915859784491077,0.00564404876321842,0.000921248399377686,-0.00572360007333297,-0.00410443469637447,0.000924392263472883,0.000630596332562779,0.00249380220745957,-0.00129737441078575,-0.00899898490749649,0.00864223163906428,-0.00201185261003975,-0.000507849574827918,-0.000545241031429087,-7.75845376741839e-05,-0.00510900732242592,-0.00727413768432445,-0.000266219009333481,0.00246450636322325,0.00112111324448299,0.00203115436798436,-0.00504127924415847,0.0061298645155099,0.00115310159788106,-0.00129387593882388,0.00534444225837234,-0.00409403787297197,0
"GSM1933061",0.000126843773578029,-0.00585193562449477,0.00941941408933574,0.00554976924504504,0.000924089689854036,-0.00445212742869819,-0.00430284799108082,0.000906721106253805,0.00054565013750183,0.00221455989695597,-0.00138155698377555,-0.00983620864364407,0.00773553954286915,-0.00194925806279121,-0.000517330843852243,-0.000554089257459087,-7.06669910068417e-05,-0.00464895270234029,-0.00742684280522947,-0.000258241915656274,0.00225786688837946,0.00103633267055233,0.00203537027309548,-0.00513121777762937,0.00557319370134488,0.00116637857716619,-0.00118087786663409,0.00501102170018407,-0.00393032802288415,1
"GSM1933062",0.000138317662475173,-0.00547379785667422,0.0115507662434047,0.00539086171038563,0.000971269133111614,-0.00464395753282777,-0.0037253762057566,0.00088099168993042,0.000538137525292104,0.00254893221674231,-0.00128406207241383,-0.00841002580632642,0.00862498366783339,-0.00212563157769224,-0.000493434519230284,-0.000550829771471626,-6.89425598598884e-05,-0.004357437868845,-0.00708485470598573,-0.000245871330434968,0.002640422934213,0.00111228246733168,0.00193190080770448,-0.00489844999845506,0.00618840039450346,0.00113169411420791,-0.00123007597853715,0.00585204076336692,-0.0041023307642002,1
"GSM1933063",0.000156246350730369,-0.00552970145159196,0.00981408668844216,0.00572116199619046,0.00138569830172691,-0.00476639683827537,-0.0040044527419852,0.000900508795869,0.000554197018393759,0.00247488388314897,-0.00133962968640142,-0.0087470134646034,0.00875449226544354,-0.00223032790565511,-0.00051401012039543,-0.000532773284854109,-7.23773082812769e-05,-0.00447371424433736,-0.00729980033816189,-0.000268069415968861,0.00248515278794261,0.0010940585133465,0.00196513238600583,-0.00508371163441615,0.00661074284375288,0.00115780768559758,-0.00125608484183298,0.00563722691098526,-0.00440829473726609,1
"GSM1933064",9.47370819030187e-05,-0.00730069325507877,0.00944165057125415,0.00593814974529099,0.000928888579929894,-0.00510515223898082,-0.00484444795021921,0.000944274358731288,0.000578733429397082,0.00255312269372963,-0.00138082307123006,-0.00866511540627139,0.00851966305048498,-0.00201552089825838,-0.00054288786553795,-0.000585206037050831,-6.67809707519221e-05,-0.00509661146001397,-0.00710146139759985,-0.000258790909398796,0.00238336126185892,0.0011561739326317,0.00195048440304273,-0.00527447272076739,0.0064030749055829,0.00111822784506776,-0.00121039192511084,0.00576060981369538,-0.00415612832880382,0
"GSM1933065",0.000130294944229357,-0.0052312164294205,0.00930536264398466,0.00554004185996726,0.000974596610907108,-0.00397772433116131,-0.00372142783806733,0.000910434149509673,0.000554491651930354,0.00243580138927372,-0.00132162003303861,-0.00864350218349369,0.00803023879701287,-0.00221450662725737,-0.000504736343032919,-0.000483284660359779,-7.20931080909878e-05,-0.00449295977607828,-0.00712668900719947,-0.000250533101533178,0.00246289948588982,0.00117508246345472,0.00200582470015259,-0.00479607288741359,0.0057465372783587,0.00120978759480322,-0.00120526129797691,0.00518004678616622,-0.00397363039445338,1
"GSM1933066",0.000140754844722068,-0.00544092830419261,0.0133455477112521,0.00567321528215955,0.00111458548219813,-0.0039590879577169,-0.00370107811741768,0.000889732795219489,0.000541095195905254,0.0026949485087166,-0.0013093602683414,-0.0106624599400299,0.00905456469733869,-0.00219002678569171,-0.000510794530841964,-0.000519901476157005,-7.16289471246543e-05,-0.00419182672336074,-0.00757183790501039,-0.000256075087613356,0.00253894122789163,0.00114851586041288,0.00191194633194897,-0.0050460331757752,0.00618586830852963,0.00120095586556259,-0.00123764472108578,0.00558550394096543,-0.0036842682400653,1
"GSM1933067",0.000116183129166671,-0.0055084735291696,0.00932503131185219,0.00513075838185815,0.00090433060913333,-0.00458391520871365,-0.00419399551238471,0.000886159599683755,0.000593393561783377,0.00243863557802499,-0.00145935606078867,-0.00838125650959773,0.0077169350425531,-0.00188400811830399,-0.000489467510685452,-0.000525802862825091,-6.86180707437405e-05,-0.0047725196328015,-0.00715057022936879,-0.000254380157354735,0.00229588765970172,0.00107545888860574,0.00189420818513396,-0.00561131083716521,0.00611183956971848,0.00103276614779227,-0.00116681510902604,0.00532089807870848,-0.0041522233182841,1
"GSM1933068",0.000117227962246469,-0.0055372057734071,0.00905198064518802,0.00541036410231106,0.000863016445717879,-0.00435284332522628,-0.00399051507722099,0.000926036101376744,0.000632134550557435,0.00219972672557364,-0.00136182014843754,-0.00853754908952615,0.0080622948110604,-0.00190046106284203,-0.000527641389362,-0.000543379133380767,-7.18801227053245e-05,-0.00483960034634189,-0.00739609063529033,-0.000284780543945263,0.0024598677800184,0.00104473225136865,0.0019272144515343,-0.00482681404254713,0.00589588676394943,0.00115223971054449,-0.00121669164764184,0.00529790253432764,-0.00373894340191378,0
"GSM1933069",0.000125898164516659,-0.00565009873050461,0.008847906832085,0.00548611717071019,0.00114849939138288,-0.00414870643648156,-0.0037044304716852,0.000917546179675481,0.000581776749447635,0.00212121349036543,-0.00142720026998143,-0.00837727376135234,0.00732119904082386,-0.00194158196179577,-0.000506657057852656,-0.000472137327348066,-7.87382793476512e-05,-0.00474086883617821,-0.00747694967831834,-0.000255329853543302,0.00227312777225333,0.00104108308833635,0.00194982633414039,-0.00535431747639351,0.00527807042241151,0.00100847245453704,-0.00109139245813211,0.0044938654005176,-0.00358329185685939,1
"GSM1933070",0.000145011140083295,-0.00586745863685681,0.00927376410207203,0.00564166170518134,0.00108966642691656,-0.0044768965629433,-0.0040436222524004,0.000921101618824818,0.000610317702369848,0.00240740143691376,-0.00132415616004107,-0.00876148690314468,0.00814995732084519,-0.00209129536462395,-0.000562505136984364,-0.000595444770004714,-7.48545240528736e-05,-0.00494628301392361,-0.00729689572367943,-0.000263389218913029,0.00250764814663384,0.00107540363963883,0.0019731472632764,-0.00512385324294215,0.00575442825373314,0.0011649689429327,-0.00118852979585284,0.00548942138474506,-0.00394996118868807,1
"GSM1933071",0.00012038043605049,-0.00549464849040334,0.00970038574018199,0.00549794524421462,0.00105511275679174,-0.00535265480035103,-0.00413085897324327,0.000896845593908301,0.000568554113829416,0.00254625387648428,-0.00133628697594237,-0.0087235249457884,0.00842580503104535,-0.00196507538077317,-0.000519692816032054,-0.00055881149558375,-7.18519706326886e-05,-0.00478676275958664,-0.00733067197013467,-0.000265480821337476,0.00238199109054242,0.00109473640257323,0.00187493844045354,-0.00545860618063652,0.00624930442102594,0.00117800182444699,-0.00120201865223405,0.00526784866673514,-0.00419007695957713,1
"GSM1933072",0.000119887052668497,-0.00576208784732755,0.0109488572468536,0.00570529825221292,0.000861723488800004,-0.00443532303032892,-0.00384376792704709,0.000929141010257244,0.000607714422080016,0.00264680425087275,-0.00132536677329529,-0.00829929598236735,0.0083494803004706,-0.00202096756319934,-0.000490588463738067,-0.000476063061299088,-7.00736264505396e-05,-0.00507907339469885,-0.00732417125901201,-0.000255683781671486,0.00251937291880277,0.00110293641451018,0.00230025948686263,-0.00503975101383167,0.0057570751694466,0.00116195858992625,-0.00121754919396586,0.00519618915243733,-0.00367246573738084,0
"GSM1933073",0.000139483731356495,-0.00602257057603463,0.0144317841610818,0.00571156996511418,0.000954364672061241,-0.00456212171440473,-0.00339826079282879,0.00087711613594079,0.000520564968732588,0.00275733673100761,-0.00129191362721942,-0.00833669898217906,0.00970943207505662,-0.00208954227477681,-0.000513888806238645,-0.000487970973258314,-7.90636420085067e-05,-0.00456491288472238,-0.00696366858470099,-0.000247323985093448,0.00246155598223294,0.00137918642774242,0.0021311513220751,-0.00489327095351344,0.00626503320495081,0.00124165285466904,-0.00129430416796958,0.005524728704266,-0.00436914075395218,1
