"","A2M","ATP6V1F","BAG4","BOLA1","CD14","CDKN1A","CTTN","EIF3D","EPHA2","FASN","FGA","FLII","FSTL3","GOLIM4","GPI","GTF3C6","MFSD1","PDGFRB","PHPT1","RGCC","RPL27","RPL37","RPS18","RPS29","S100A11","SERPINE1","SNRPG","SOD1","STEAP1","THYN1","TM9SF2","TNFRSF12A","class"
"GSM1933054",-0.000703761132776827,0.0185085805780025,0.000450709958571564,0.0238749104614243,-0.00237022443616101,-0.00702095369827053,-0.000358821967358977,0.00499674970207947,-0.00539813570094657,-0.00269249341232708,-2.39863485003662e-05,-0.00125943221509018,-0.00541717420218033,0.00498139592388461,-4.65133108226504e-05,0.00742549622152335,0.00656973931959005,0.00122851500151659,-0.0121400304321436,-0.00673629000295975,0.000479838864090137,0.00110923502799154,-0.000223189859785662,0.000250929121099739,2.35298064244362e-05,0.00146888931885713,-0.000223516183769423,0.000111573131279553,-0.00497469680645244,-0.00112577856037082,-0.00765933257493991,-0.0087859400194161,1
"GSM1933055",-0.000556522967453745,0.0164004138566027,0.000422462239428726,0.0244663102375588,-0.00232540146892038,-0.00680190489836043,-0.000324468556130604,0.00452114830331896,-0.00549338389032544,-0.00235480245701474,-2.41616563536698e-05,-0.00115477680462674,-0.00533697121438948,0.00456734060481307,-4.02842205126287e-05,0.00661411121471951,0.00570694397750937,0.00113900886414692,-0.0121229939981141,-0.00583279010718481,0.000421058237995574,0.00104529051759193,-0.000211834337247911,0.000229071088619568,2.24092180145943e-05,0.00150993462870034,-0.00019500341854524,9.40779269628021e-05,-0.00463743710821956,-0.00104970668227926,-0.00668356822071026,-0.00835301759870533,1
"GSM1933056",-0.000600310926271122,0.0186674971112681,0.000515423534190786,0.024206321429989,-0.00255891630956395,-0.00721642610610727,-0.000360721399096352,0.00473475561205897,-0.00577040727544702,-0.00257635439346475,-2.36469865005308e-05,-0.00117533443725266,-0.00537058493497274,0.00495502618328049,-4.6766328946427e-05,0.00773831829112843,0.00637470352448889,0.00121826601913764,-0.0123984315762618,-0.00625746157271386,0.000466195120552383,0.00115097956140078,-0.000223534671266145,0.000249683462250002,2.39512767304339e-05,0.00161568132828226,-0.000240151848353215,0.000116948315779596,-0.00514124769232114,-0.0011566222829849,-0.00719971561219083,-0.00942122367924323,1
"GSM1933057",-0.000631032156900393,0.0182480950388171,0.000447079435439344,0.0253112187538043,-0.00255253695617746,-0.00707293199282863,-0.000326746528269575,0.00503386362619918,-0.00565384877366686,-0.00248945600317493,-2.34551349572479e-05,-0.00119681279953483,-0.00526444871764352,0.00476336843353092,-5.26324433055408e-05,0.0070629380623259,0.00628069963780895,0.00112751550715764,-0.0126911195339283,-0.00639241457866958,0.000452853568916343,0.00110514538171526,-0.000220480292729685,0.000244812349182691,2.41005166204331e-05,0.00145394378784434,-0.000213304318046383,0.000115712518791021,-0.00454782348061992,-0.00109150829358946,-0.00713641615510246,-0.00907659517330718,1
"GSM1933058",-0.000571745982717854,0.0195080827836151,0.000442210618896319,0.0249793569430263,-0.00218896486091708,-0.00722776589208754,-0.000362002218102775,0.00489993992928218,-0.00569798252873483,-0.00276094953308837,-2.416643757125e-05,-0.00126306063614692,-0.00548491430819922,0.00525811750064549,-4.93699311959299e-05,0.00725984362406421,0.00575314426562276,0.00109469891871113,-0.0121807848692222,-0.0066119142631133,0.000474468809000987,0.00109170274703176,-0.0002239742556956,0.00023875456950015,2.42588065898903e-05,0.00148702202444493,-0.000238886776487637,0.000111223734522043,-0.00403450054667222,-0.0010862980880889,-0.00655631631072394,-0.00867280368826625,0
"GSM1933059",-0.000629521648483954,0.0180152981564205,0.000466712941919045,0.024096265661267,-0.00246103133837554,-0.00690663009677427,-0.000336465321585138,0.00457953572199755,-0.00520975552563021,-0.00271685833432844,-2.48822203810597e-05,-0.00120424805869201,-0.00522583166774665,0.00461449171575766,-4.95315910077662e-05,0.00749222741489301,0.00608251285691446,0.00111863173793053,-0.0122361507352403,-0.00616549055346752,0.000455783891284145,0.0010879789150503,-0.000219941024341615,0.000247428472442806,2.40512550761033e-05,0.00133583228206098,-0.000213109905216616,0.000113514657406008,-0.00448107180303507,-0.00110089938297203,-0.00720567461606569,-0.00836280237197757,1
"GSM1933060",-0.000588619078167214,0.018903446607841,0.000411875341289288,0.0243926676335837,-0.00283753085053324,-0.00720340657528732,-0.000342635638865899,0.00472614598582825,-0.0055036215520635,-0.00249211518262071,-2.35903999609289e-05,-0.00122281912405995,-0.0053081661709607,0.00478587009514091,-4.19274303541522e-05,0.00723214712558719,0.00632463310036939,0.00113396828615383,-0.0125776246785089,-0.0060106169984463,0.000469758855194334,0.00110691003527181,-0.000224328407324939,0.000250618220820992,2.48705257652931e-05,0.00152858805828345,-0.000219855400089101,0.000112096388242174,-0.00478917899874922,-0.00116230225287369,-0.00730698771791793,-0.00915779627138935,0
"GSM1933061",-0.000602752091903451,0.0173128592319704,0.000425685664561201,0.0237472834323433,-0.00220718582143701,-0.00690380134832571,-0.000363857682693318,0.00449822186742835,-0.00601565292510454,-0.00241457827918709,-2.40308196038847e-05,-0.00115866673673872,-0.0051476643586374,0.00446026340054909,-4.10361575599658e-05,0.00698219041009592,0.00587218524748025,0.00106061123182218,-0.0118553403477874,-0.00611784892350221,0.000436840340264906,0.00111965515819577,-0.000216440347402217,0.000229635656249862,2.34530625416068e-05,0.00135662548135659,-0.000195687138425271,0.000109089183812629,-0.00424113211298824,-0.00108588847030189,-0.00701480041994712,-0.00826336382362977,1
"GSM1933062",-0.000574791031244962,0.0182407456297886,0.000546287112749191,0.0250284529381568,-0.00230228747626169,-0.00655289732089841,-0.000350377487064451,0.00499294914998288,-0.00514342448141576,-0.00263305507619676,-2.29207982838527e-05,-0.00119401907784015,-0.00506912854015419,0.0053635058117565,-4.49598089892249e-05,0.00771888076298651,0.00653290245406682,0.00102839943265989,-0.0119232142620371,-0.00584032452891191,0.000513063082119207,0.00108636010406776,-0.000230562637735085,0.000252198408901781,2.35673265288593e-05,0.00111052828271709,-0.000232842233176048,0.000116557839829415,-0.0048523305384176,-0.00122032904970845,-0.00732178876671886,-0.00833575036845031,1
"GSM1933063",-0.000551761077844534,0.0196375286327858,0.000460071649448335,0.0253802342271294,-0.00236298796233237,-0.00687378016911883,-0.00036635956547704,0.00510198442343917,-0.00534952023087385,-0.00276274415340792,-2.38765668519111e-05,-0.00120932931530243,-0.00528969021033317,0.00499594349020103,-4.9069967341522e-05,0.00736041616941852,0.00650548080292601,0.00102030196234759,-0.0125897733772555,-0.00606120829359486,0.000477304112202502,0.0011114276040011,-0.000223382271256579,0.000259842736657855,2.47238639103292e-05,0.00113946597127646,-0.000227596971126066,0.000121042931280303,-0.00472525116322477,-0.00117835209915367,-0.00786786944859953,-0.0082496437283927,1
"GSM1933064",-0.000661246841533166,0.0193352835601899,0.000409377981478403,0.0244813017526691,-0.00253092927339023,-0.00692379443672747,-0.000377907408323899,0.00503259305351182,-0.00529943281284377,-0.0024966591520538,-2.521798287675e-05,-0.00135588118495714,-0.00554312276660001,0.00499678698486814,-4.34360145722672e-05,0.00745505266893724,0.00646077415411827,0.00116934258887681,-0.0127219934597114,-0.00628864894362301,0.000477280367187113,0.00107343327396338,-0.000218839130702361,0.00025397228058355,2.38372578385178e-05,0.00149392565457732,-0.000217935882653873,0.000113968292896403,-0.00555276266107535,-0.00116871400220408,-0.00741780598883782,-0.00979113638568479,0
"GSM1933065",-0.000516052089386063,0.0183274756276477,0.000413495122290751,0.0248783215739759,-0.00197199583478485,-0.00667381906891144,-0.000365622365979873,0.00476964511740086,-0.00528621454434886,-0.00274314607355518,-2.34457855182763e-05,-0.00117972521109832,-0.00509456585635447,0.0050623475030492,-4.45322194362877e-05,0.00771579922863394,0.00641027024129395,0.00103033552221912,-0.0118897834551216,-0.00571826233515609,0.00048511557019287,0.00116132527410924,-0.000231678001610463,0.000237108530344064,2.26985390901721e-05,0.00106264245873148,-0.000230852580535512,0.000122757939805845,-0.00430876338030346,-0.00113308612029598,-0.00709208595247771,-0.00801821670801572,1
"GSM1933066",-0.000493551554888426,0.0189457952575319,0.000618236251276042,0.0269271803180976,-0.00196275666993877,-0.00687632159692677,-0.000366185841636612,0.00506265377648721,-0.00652097374616971,-0.00271282248795579,-2.37271977327144e-05,-0.0011951507095548,-0.00519869769507359,0.00499098294495916,-4.51265106192454e-05,0.00757902969486631,0.00619448536574544,0.000996609343883585,-0.0117773042174884,-0.00601628501658239,0.000487233729208085,0.001152847331018,-0.000233444332059938,0.000263307431488076,2.43032770506659e-05,0.00102509010258271,-0.000232455850869144,0.000118158347837116,-0.00500368760534814,-0.00127498685152379,-0.00657563598944669,-0.00788751270513549,1
"GSM1933067",-0.000679561346490775,0.0167312288596976,0.000432498063370216,0.0231451147888861,-0.00227252090542714,-0.00683674359260521,-0.000337083197718725,0.00470459938197117,-0.00512582968343117,-0.00233375209116999,-2.27365245877436e-05,-0.00116018031238159,-0.00515661688005205,0.00482704559512322,-4.39174207666758e-05,0.00704365013258431,0.0064037644047779,0.00118157708747935,-0.0115516397715901,-0.00669025433187667,0.000430475284192629,0.000991395047219586,-0.000212691491870071,0.000238839111858191,2.30855070882288e-05,0.00133548487497482,-0.000213681718981241,0.000107552781480425,-0.0047395938307795,-0.00105295670858332,-0.00741083637478164,-0.00846987792704522,1
"GSM1933068",-0.000564074917194225,0.016969860776376,0.000416791103155257,0.0237406617340916,-0.0021579647537594,-0.00694870658023301,-0.000349704167548878,0.00473086354298075,-0.00522141548784841,-0.00235413262634312,-2.45097604250383e-05,-0.00118411443403684,-0.00542806521138753,0.00485637526184168,-4.86684019559594e-05,0.00725073621067747,0.0062358490069488,0.00122081626433254,-0.0122893225089872,-0.00575491440314293,0.000447703732650171,0.00110608267388069,-0.000220863052069345,0.000243037021724551,2.28596334078388e-05,0.00157354185277508,-0.000220840686453864,0.000102292010130727,-0.00501265078037337,-0.00111022296075461,-0.00667321953617924,-0.00896774595908647,0
"GSM1933069",-0.000619891481835165,0.0164031387821773,0.000393715044440505,0.024037635355192,-0.00205676188980603,-0.00675310199995803,-0.000327205292187673,0.00421558114102496,-0.00512339390436219,-0.00240506976562172,-2.35350056989249e-05,-0.00115133409202224,-0.00529376386290381,0.00452149597877752,-4.1736022531697e-05,0.00659703965225232,0.0055677226717278,0.00111397349855211,-0.0120272907175086,-0.0063838462580664,0.000423450224020927,0.000968074523765754,-0.000212775716988748,0.000219119527951793,2.16681194576991e-05,0.00128260435819227,-0.000189870515323428,0.000111166372400883,-0.00350125353128862,-0.00106344407246639,-0.00639541460049561,-0.00808390720175781,1
"GSM1933070",-0.000568267465977304,0.0178983135370095,0.000432885783569013,0.0241200954823766,-0.00221946536257563,-0.00682315083767644,-0.000357234481191484,0.00485603190631711,-0.0053583719323832,-0.00259052223980797,-2.61292355438805e-05,-0.00119208460735758,-0.00529861997095296,0.00577479978938643,-4.70107732199595e-05,0.00747111857902187,0.00654660473395915,0.00114247781430725,-0.0121855001058181,-0.00610906833523626,0.000452928357317539,0.00111830199184687,-0.000221301060084888,0.000234892540942311,2.44813424565751e-05,0.0014713984061851,-0.000230682076569914,0.0001137237500457,-0.00465122622239514,-0.0011014945692537,-0.00704984144932796,-0.00874904265585762,1
"GSM1933071",-0.000632748963202641,0.0180062321652606,0.000449793009896342,0.024226904784655,-0.00265363109470477,-0.00681979034646529,-0.000335142709577982,0.00477651335347746,-0.00533515506416837,-0.00243417145320713,-2.41405368728954e-05,-0.00114627010929698,-0.00521233599013452,0.00492682119597387,-4.59642087575275e-05,0.00715565594642685,0.00616645133193826,0.0011275174424431,-0.0120123948682967,-0.00650818760638495,0.000457875056082738,0.00113081279519949,-0.000216806439676232,0.000252889786115116,2.29420379289971e-05,0.00148607606871976,-0.000207159137056315,0.000108974667088161,-0.00508694273370967,-0.00110507625638588,-0.00747839708149438,-0.00880463810223526,1
"GSM1933072",-0.000581800190844867,0.0177558061043259,0.000467991049978102,0.0247904855160783,-0.00219885487619511,-0.0066783724168269,-0.000349319276862095,0.00493957087645971,-0.00507570406051699,-0.00250340602621658,-2.27885945946104e-05,-0.0011935912843223,-0.0051463368888655,0.00478853884076251,-4.34926587457564e-05,0.00769850854983113,0.0056507998910414,0.00119516470195949,-0.0121116477994238,-0.00600879491981606,0.000462822168397077,0.00111541222917663,-0.000227829071203498,0.000242590911777466,2.14513904525408e-05,0.00128077810576613,-0.000221910796177412,0.000117310188711315,-0.00436019134641464,-0.00112395207778563,-0.00655457102990506,-0.00845953650775089,0
"GSM1933073",-0.00055870377848785,0.0178238816942273,0.000623351791138467,0.0263307816423577,-0.00226171656696006,-0.00677609716442452,-0.00034367573970977,0.00497348034419911,-0.0050985790800877,-0.00258835065834979,-2.38709316212812e-05,-0.00117735706870508,-0.00503988833671738,0.00518355015276141,-4.63818508361204e-05,0.00746907458487926,0.00611559329254151,0.000983519895347059,-0.0122623483910249,-0.00583414965661182,0.000468166033416934,0.00119191405829516,-0.000220461175228805,0.0002608005664647,2.23516188531519e-05,0.000985807286427459,-0.000238050828651973,0.00012118901917291,-0.00483462690817294,-0.00119933358072139,-0.00779798790767118,-0.00774595853865727,1
